,parent_name,child_name,group
1125,Natural language processing,Phonology / morphology,10010147_3
1126,Natural language processing,Language resources,10010147_3
1127,Artificial intelligence,Knowledge representation and reasoning,10010147_3
1128,Knowledge representation and reasoning,Description logics,10010147_3
1129,Knowledge representation and reasoning,Semantic networks,10010147_3
1130,Knowledge representation and reasoning,"Nonmonotonic, default reasoning and belief revision",10010147_3
1131,Knowledge representation and reasoning,Probabilistic reasoning,10010147_3
1132,Knowledge representation and reasoning,Vagueness and fuzzy logic,10010147_3
1133,Knowledge representation and reasoning,Causal reasoning and diagnostics,10010147_3
1134,Knowledge representation and reasoning,Temporal reasoning,10010147_3
1135,Knowledge representation and reasoning,Cognitive robotics,10010147_3
1136,Knowledge representation and reasoning,Ontology engineering,10010147_3
1137,Knowledge representation and reasoning,Logic programming and answer set programming,10010147_3
1138,Knowledge representation and reasoning,Spatial and physical reasoning,10010147_3
1139,Knowledge representation and reasoning,Reasoning about belief and knowledge,10010147_3
1140,Artificial intelligence,Planning and scheduling,10010147_3
1141,Planning and scheduling,Planning for deterministic actions,10010147_3
1142,Planning and scheduling,Planning under uncertainty,10010147_3
1143,Planning and scheduling,Multi-agent planning,10010147_3
1144,Planning and scheduling,Planning with abstraction and generalization,10010147_3
1145,Planning and scheduling,Robotic planning,10010147_3
1146,Robotic planning,Evolutionary robotics,10010147_3
1147,Artificial intelligence,Search methodologies,10010147_3
1148,Search methodologies,Heuristic function construction,10010147_3
1149,Search methodologies,Discrete space search,10010147_3
1150,Search methodologies,Continuous space search,10010147_3
1151,Search methodologies,Randomized search,10010147_3
1152,Search methodologies,Game tree search,10010147_3
1153,Search methodologies,Abstraction and micro-operators,10010147_3
1154,Search methodologies,Search with partial observations,10010147_3
1155,Artificial intelligence,Control methods,10010147_3
1156,Control methods,Computational control theory,10010147_3
1157,Control methods,Motion path planning,10010147_3
1158,Artificial intelligence,Philosophical/theoretical foundations of artificial intelligence,10010147_3
1159,Philosophical/theoretical foundations of artificial intelligence,Cognitive science,10010147_3
1160,Philosophical/theoretical foundations of artificial intelligence,Theory of mind,10010147_3
1161,Artificial intelligence,Distributed artificial intelligence,10010147_3
1162,Distributed artificial intelligence,Multi-agent systems,10010147_3
1163,Distributed artificial intelligence,Intelligent agents,10010147_3
1164,Distributed artificial intelligence,Mobile agents,10010147_3
1165,Distributed artificial intelligence,Cooperation and coordination,10010147_3
1166,Artificial intelligence,Computer vision,10010147_3
1167,Computer vision,Computer vision tasks,10010147_3
1168,Computer vision tasks,Biometrics,10010147_3
1169,Computer vision tasks,Scene understanding,10010147_3
1170,Computer vision tasks,Activity recognition and understanding,10010147_3
1171,Computer vision tasks,Video summarization,10010147_3
1172,Computer vision tasks,Visual content-based indexing and retrieval,10010147_3
1173,Computer vision tasks,Visual inspection,10010147_3
1174,Computer vision tasks,Vision for robotics,10010147_3
1175,Computer vision tasks,Scene anomaly detection,10010147_3
1176,Computer vision,Image and video acquisition,10010147_3
1177,Image and video acquisition,Camera calibration,10010147_3
1178,Image and video acquisition,Epipolar geometry,10010147_3
1179,Image and video acquisition,Computational photography,10010147_3
1180,Image and video acquisition,Hyperspectral imaging,10010147_3
1181,Image and video acquisition,Motion capture,10010147_3
1182,Image and video acquisition,3D imaging,10010147_3
1183,Image and video acquisition,Active vision,10010147_3
1184,Computer vision,Computer vision representations,10010147_3
1185,Computer vision representations,Image representations,10010147_3
1186,Computer vision representations,Shape representations,10010147_3
1187,Computer vision representations,Appearance and texture representations,10010147_3
1188,Computer vision representations,Hierarchical representations,10010147_3
1189,Computer vision,Computer vision problems,10010147_3
1190,Computer vision problems,Interest point and salient region detections,10010147_3
1191,Computer vision problems,Image segmentation,10010147_3
1192,Computer vision problems,Video segmentation,10010147_3
1193,Computer vision problems,Shape inference,10010147_3
1194,Computer vision problems,Object detection,10010147_3
1195,Computer vision problems,Object recognition,10010147_3
1196,Computer vision problems,Object identification,10010147_3
1197,Computer vision problems,Tracking,10010147_3
1198,Computer vision problems,Reconstruction,10010147_3
1199,Computer vision problems,Matching,10010147_3
1200,Machine learning,Learning paradigms,10010147_4
1201,Learning paradigms,Supervised learning,10010147_4
1202,Supervised learning,Ranking,10010147_4
1203,Supervised learning,Learning to rank,10010147_4
1204,Supervised learning,Supervised learning by classification,10010147_4
1205,Supervised learning,Supervised learning by regression,10010147_4
1206,Supervised learning,Structured outputs,10010147_4
1207,Supervised learning,Cost-sensitive learning,10010147_4
1208,Learning paradigms,Unsupervised learning,10010147_4
1209,Unsupervised learning,Cluster analysis,10010147_4
1210,Unsupervised learning,Anomaly detection,10010147_4
1211,Unsupervised learning,Mixture modeling,10010147_4
1212,Unsupervised learning,Topic modeling,10010147_4
1213,Unsupervised learning,Source separation,10010147_4
1214,Unsupervised learning,Motif discovery,10010147_4
1215,Unsupervised learning,Dimensionality reduction and manifold learning,10010147_4
1216,Learning paradigms,Reinforcement learning,10010147_4
1217,Reinforcement learning,Sequential decision making,10010147_4
1218,Reinforcement learning,Inverse reinforcement learning,10010147_4
1219,Reinforcement learning,Apprenticeship learning,10010147_4
1220,Reinforcement learning,Multi-agent reinforcement learning,10010147_4
1221,Reinforcement learning,Adversarial learning,10010147_4
1222,Learning paradigms,Multi-task learning,10010147_4
1223,Multi-task learning,Transfer learning,10010147_4
1224,Multi-task learning,Lifelong machine learning,10010147_4
1225,Multi-task learning,Learning under covariate shift,10010147_4
1226,Machine learning,Learning settings,10010147_4
1227,Learning settings,Batch learning,10010147_4
1228,Learning settings,Online learning settings,10010147_4
1229,Learning settings,Learning from demonstrations,10010147_4
1230,Learning settings,Learning from critiques,10010147_4
1231,Learning settings,Learning from implicit feedback,10010147_4
1232,Learning settings,Active learning settings,10010147_4
1233,Learning settings,Semi-supervised learning settings,10010147_4
1234,Machine learning,Machine learning approaches,10010147_4
1235,Machine learning approaches,Classification and regression trees,10010147_4
1236,Machine learning approaches,Kernel methods,10010147_4
1237,Kernel methods,Support vector machines,10010147_4
1238,Kernel methods,Gaussian processes,10010147_4
1239,Machine learning approaches,Neural networks,10010147_4
1240,Machine learning approaches,Logical and relational learning,10010147_4
1241,Logical and relational learning,Inductive logic learning,10010147_4
1242,Logical and relational learning,Statistical relational learning,10010147_4
1243,Machine learning approaches,Learning in probabilistic graphical models,10010147_4
1244,Learning in probabilistic graphical models,Maximum likelihood modeling,10010147_4
1245,Learning in probabilistic graphical models,Maximum entropy modeling,10010147_4
1246,Learning in probabilistic graphical models,Maximum a posteriori modeling,10010147_4
1247,Learning in probabilistic graphical models,Mixture models,10010147_4
1248,Learning in probabilistic graphical models,Latent variable models,10010147_4
1249,Learning in probabilistic graphical models,Bayesian network models,10010147_4
1250,Machine learning approaches,Learning linear models,10010147_4
1251,Learning linear models,Perceptron algorithm,10010147_4
1252,Machine learning approaches,Factorization methods,10010147_4
1253,Factorization methods,Non-negative matrix factorization,10010147_4
1254,Factorization methods,Factor analysis,10010147_4
1255,Factorization methods,Principal component analysis,10010147_4
1256,Factorization methods,Canonical correlation analysis,10010147_4
1257,Factorization methods,Latent Dirichlet allocation,10010147_4
1258,Machine learning approaches,Rule learning,10010147_4
1259,Machine learning approaches,Instance-based learning,10010147_4
1260,Machine learning approaches,Markov decision processes,10010147_4
1261,Machine learning approaches,Partially-observable Markov decision processes,10010147_4
1262,Machine learning approaches,Stochastic games,10010147_4
1263,Machine learning approaches,Learning latent representations,10010147_4
1264,Learning latent representations,Deep belief networks,10010147_4
1265,Machine learning approaches,Bio-inspired approaches,10010147_4
1266,Bio-inspired approaches,Artificial life,10010147_4
1267,Bio-inspired approaches,Evolvable hardware,10010147_4
1268,Bio-inspired approaches,Genetic algorithms,10010147_4
1269,Bio-inspired approaches,Genetic programming,10010147_4
1270,Bio-inspired approaches,Evolutionary robotics,10010147_4
1271,Bio-inspired approaches,Generative and developmental approaches,10010147_4
1272,Machine learning,Machine learning algorithms,10010147_4
1273,Machine learning algorithms,Dynamic programming for Markov decision processes,10010147_4
1274,Dynamic programming for Markov decision processes,Value iteration,10010147_4
1275,Dynamic programming for Markov decision processes,Q-learning,10010147_4
1276,Dynamic programming for Markov decision processes,Policy iteration,10010147_4
1277,Dynamic programming for Markov decision processes,Temporal difference learning,10010147_4
1278,Dynamic programming for Markov decision processes,Approximate dynamic programming methods,10010147_4
1279,Machine learning algorithms,Ensemble methods,10010147_4
1280,Ensemble methods,Boosting,10010147_4
1281,Ensemble methods,Bagging,10010147_4
1282,Machine learning algorithms,Spectral methods,10010147_4
1283,Machine learning algorithms,Feature selection,10010147_4
1284,Machine learning algorithms,Regularization,10010147_4
1285,Machine learning,Cross-validation,10010147_4
1286,Modeling and simulation,Model development and analysis,10010147_5
1287,Model development and analysis,Modeling methodologies,10010147_5
1288,Model development and analysis,Model verification and validation,10010147_5
1289,Model development and analysis,Uncertainty quantification,10010147_5
1290,Modeling and simulation,Simulation theory,10010147_5
1291,Simulation theory,Systems theory,10010147_5
1292,Simulation theory,Network science,10010147_5
1293,Modeling and simulation,Simulation types and techniques,10010147_5
1294,Simulation types and techniques,Quantum mechanic simulation,10010147_5
1295,Simulation types and techniques,Molecular simulation,10010147_5
1296,Simulation types and techniques,Rare-event simulation,10010147_5
1297,Simulation types and techniques,Discrete-event simulation,10010147_5
1298,Simulation types and techniques,Agent / discrete models,10010147_5
1299,Simulation types and techniques,Distributed simulation,10010147_5
1300,Simulation types and techniques,Continuous simulation,10010147_5
1301,Simulation types and techniques,Continuous models,10010147_5
1302,Simulation types and techniques,Real-time simulation,10010147_5
1303,Simulation types and techniques,Interactive simulation,10010147_5
1304,Simulation types and techniques,Multiscale systems,10010147_5
1305,Simulation types and techniques,Massively parallel and high-performance simulations,10010147_5
1306,Simulation types and techniques,Data assimilation,10010147_5
1307,Simulation types and techniques,Scientific visualization,10010147_5
1308,Simulation types and techniques,Visual analytics,10010147_5
1309,Simulation types and techniques,Simulation by animation,10010147_5
1310,Simulation types and techniques,Artificial life,10010147_5
1311,Modeling and simulation,Simulation support systems,10010147_5
1312,Simulation support systems,Simulation environments,10010147_5
1313,Simulation support systems,Simulation languages,10010147_5
1314,Simulation support systems,Simulation tools,10010147_5
1315,Modeling and simulation,Simulation evaluation,10010147_5
1316,Computer graphics,Animation,10010147_6
1317,Animation,Motion capture,10010147_6
1318,Animation,Procedural animation,10010147_6
1319,Animation,Physical simulation,10010147_6
1320,Animation,Motion processing,10010147_6
1321,Animation,Collision detection,10010147_6
1322,Computer graphics,Rendering,10010147_6
1323,Rendering,Rasterization,10010147_6
1324,Rendering,Ray tracing,10010147_6
1325,Rendering,Non-photorealistic rendering,10010147_6
1326,Rendering,Reflectance modeling,10010147_6
1327,Rendering,Visibility,10010147_6
1328,Computer graphics,Image manipulation,10010147_6
1329,Image manipulation,Computational photography,10010147_6
1330,Image manipulation,Image processing,10010147_6
1331,Image manipulation,Texturing,10010147_6
1332,Image manipulation,Image-based rendering,10010147_6
1333,Image manipulation,Antialiasing,10010147_6
1334,Computer graphics,Graphics systems and interfaces,10010147_6
1335,Graphics systems and interfaces,Graphics processors,10010147_6
1336,Graphics systems and interfaces,Graphics input devices,10010147_6
1337,Graphics systems and interfaces,Mixed / augmented reality,10010147_6
1338,Graphics systems and interfaces,Perception,10010147_6
1339,Graphics systems and interfaces,Graphics file formats,10010147_6
1340,Graphics systems and interfaces,Virtual reality,10010147_6
1341,Computer graphics,Image compression,10010147_6
1342,Computer graphics,Shape modeling,10010147_6
1343,Shape modeling,Mesh models,10010147_6
1344,Shape modeling,Mesh geometry models,10010147_6
1345,Shape modeling,Parametric curve and surface models,10010147_6
1346,Shape modeling,Point-based models,10010147_6
1347,Shape modeling,Volumetric models,10010147_6
1348,Shape modeling,Shape analysis,10010147_6
1349,Distributed computing methodologies,Distributed algorithms,10010147_7
1350,Distributed algorithms,MapReduce algorithms,10010147_7
1351,Distributed algorithms,Self-organization,10010147_7
1352,Distributed computing methodologies,Distributed programming languages,10010147_7
1353,Concurrent computing methodologies,Concurrent programming languages,10010147_8
1354,Concurrent computing methodologies,Concurrent algorithms,10010147_8
1355,Electronic commerce,Digital cash,10010405_1
1356,Electronic commerce,E-commerce infrastructure,10010405_1
1357,Electronic commerce,Electronic data interchange,10010405_1
1358,Electronic commerce,Electronic funds transfer,10010405_1
1359,Electronic commerce,Online shopping,10010405_1
1360,Electronic commerce,Online banking,10010405_1
1361,Electronic commerce,Secure online transactions,10010405_1
1362,Electronic commerce,Online auctions,10010405_1
1363,Enterprise computing,Enterprise information systems,10010405_2
1364,Enterprise information systems,Intranets,10010405_2
1365,Enterprise information systems,Extranets,10010405_2
1366,Enterprise information systems,Enterprise resource planning,10010405_2
1367,Enterprise information systems,Enterprise applications,10010405_2
1368,Enterprise information systems,Data centers,10010405_2
1369,Enterprise computing,Business process management,10010405_2
1370,Business process management,Business process modeling,10010405_2
1371,Business process management,Business process management systems,10010405_2
1372,Business process management,Business process monitoring,10010405_2
1373,Business process management,Cross-organizational business processes,10010405_2
1374,Business process management,Business intelligence,10010405_2
1375,Enterprise computing,Enterprise architectures,10010405_2
1376,Enterprise architectures,Enterprise architecture management,10010405_2
1377,Enterprise architectures,Enterprise architecture frameworks,10010405_2
1378,Enterprise architectures,Enterprise architecture modeling,10010405_2
1379,Enterprise computing,Service-oriented architectures,10010405_2
1380,Enterprise computing,Event-driven architectures,10010405_2
1381,Enterprise computing,Business rules,10010405_2
1382,Enterprise computing,Enterprise modeling,10010405_2
1383,Enterprise computing,"Enterprise ontologies, taxonomies and vocabularies",10010405_2
1384,Enterprise computing,Enterprise data management,10010405_2
1385,Enterprise computing,Reference models,10010405_2
1386,Enterprise computing,Business-IT alignment,10010405_2
1387,Enterprise computing,IT architectures,10010405_2
1388,Enterprise computing,IT governance,10010405_2
1389,Enterprise computing,Enterprise computing infrastructures,10010405_2
1390,Enterprise computing,Enterprise interoperability,10010405_2
1391,Enterprise interoperability,Enterprise application integration,10010405_2
1392,Enterprise interoperability,Information integration and interoperability,10010405_2
1393,Physical sciences and engineering,Aerospace,10010405_3
1394,Aerospace,Avionics,10010405_3
1395,Physical sciences and engineering,Archaeology,10010405_3
1396,Physical sciences and engineering,Astronomy,10010405_3
1397,Physical sciences and engineering,Chemistry,10010405_3
1398,Physical sciences and engineering,Earth and atmospheric sciences,10010405_3
1399,Earth and atmospheric sciences,Environmental sciences,10010405_3
1400,Physical sciences and engineering,Engineering,10010405_3
1401,Engineering,Computer-aided design,10010405_3
1402,Physical sciences and engineering,Physics,10010405_3
1403,Physical sciences and engineering,Mathematics and statistics,10010405_3
1404,Physical sciences and engineering,Electronics,10010405_3
1405,Physical sciences and engineering,Telecommunications,10010405_3
1406,Telecommunications,Internet telephony,10010405_3
1407,Life and medical sciences,Computational biology,10010405_4
1408,Computational biology,Molecular sequence analysis,10010405_4
1409,Computational biology,Recognition of genes and regulatory elements,10010405_4
1410,Computational biology,Molecular evolution,10010405_4
1411,Computational biology,Computational transcriptomics,10010405_4
1412,Computational biology,Biological networks,10010405_4
1413,Computational biology,Sequencing and genotyping technologies,10010405_4
1414,Computational biology,Imaging,10010405_4
1415,Computational biology,Computational proteomics,10010405_4
1416,Computational biology,Molecular structural biology,10010405_4
1417,Computational biology,Computational genomics,10010405_4
1418,Life and medical sciences,Genomics,10010405_4
1419,Life and medical sciences,Systems biology,10010405_4
1420,Life and medical sciences,Consumer health,10010405_4
1421,Life and medical sciences,Health care information systems,10010405_4
1422,Life and medical sciences,Health informatics,10010405_4
1423,Life and medical sciences,Bioinformatics,10010405_4
1424,Life and medical sciences,Metabolomics / metabonomics,10010405_4
1425,Life and medical sciences,Genetics,10010405_4
1426,Genetics,Population genetics,10010405_4
1427,Genetics,Proteomics,10010405_4
1428,Genetics,Transcriptomics,10010405_4
1429,"Law, social and behavioral sciences",Anthropology,10010405_5
1430,Anthropology,Ethnography,10010405_5
1431,"Law, social and behavioral sciences",Law,10010405_5
1432,"Law, social and behavioral sciences",Psychology,10010405_5
1433,"Law, social and behavioral sciences",Economics,10010405_5
1434,"Law, social and behavioral sciences",Sociology,10010405_5
1435,Computer forensics,Surveillance mechanisms,10010405_6
1436,Computer forensics,Investigation techniques,10010405_6
1437,Computer forensics,"Evidence collection, storage and analysis",10010405_6
1438,Computer forensics,Network forensics,10010405_6
1439,Computer forensics,System forensics,10010405_6
1440,Computer forensics,Data recovery,10010405_6
1441,Arts and humanities,Fine arts,10010405_7
1442,Arts and humanities,Performing arts,10010405_7
1443,Arts and humanities,Architecture (buildings),10010405_7
1444,Architecture (buildings),Computer-aided design,10010405_7
1445,Arts and humanities,Language translation,10010405_7
1446,Arts and humanities,Media arts,10010405_7
1447,Arts and humanities,Sound and music computing,10010405_7
1448,Computers in other domains,Digital libraries and archives,10010405_8
1449,Computers in other domains,Publishing,10010405_8
1450,Computers in other domains,Military,10010405_8
1451,Military,Cyberwarfare,10010405_8
1452,Computers in other domains,Cartography,10010405_8
1453,Computers in other domains,Agriculture,10010405_8
1454,Computers in other domains,Computing in government,10010405_8
1455,Computing in government,Voting / election technologies,10010405_8
1456,Computing in government,E-government,10010405_8
1457,Computers in other domains,Personal computers and PC applications,10010405_8
1458,Personal computers and PC applications,Word processors,10010405_8
1459,Personal computers and PC applications,Spreadsheets,10010405_8
1460,Personal computers and PC applications,Computer games,10010405_8
1461,Personal computers and PC applications,Microcomputers,10010405_8
1462,Operations research,Consumer products,10010405_9
1463,Operations research,Industry and manufacturing,10010405_9
1464,Industry and manufacturing,Supply chain management,10010405_9
1465,Industry and manufacturing,Command and control,10010405_9
1466,Operations research,Computer-aided manufacturing,10010405_9
1467,Operations research,Decision analysis,10010405_9
1468,Decision analysis,Multi-criterion optimization and decision-making,10010405_9
1469,Operations research,Transportation,10010405_9
1470,Operations research,Forecasting,10010405_9
1471,Operations research,Marketing,10010405_9
1472,Education,Digital libraries and archives,10010405_10
1473,Education,Computer-assisted instruction,10010405_10
1474,Education,Interactive learning environments,10010405_10
1475,Education,Collaborative learning,10010405_10
1476,Education,Learning management systems,10010405_10
1477,Education,Distance learning,10010405_10
1478,Education,E-learning,10010405_10
1479,Education,Computer-managed instruction,10010405_10
1480,Document management and text processing,Document searching,10010405_11
1481,Document management and text processing,Document management,10010405_11
1482,Document management,Text editing,10010405_11
1483,Document management,Version control,10010405_11
1484,Document management,Document metadata,10010405_11
1485,Document management and text processing,Document capture,10010405_11
1486,Document capture,Document analysis,10010405_11
1487,Document capture,Document scanning,10010405_11
1488,Document capture,Graphics recognition and interpretation,10010405_11
1489,Document capture,Optical character recognition,10010405_11
1490,Document capture,Online handwriting recognition,10010405_11
1491,Document management and text processing,Document preparation,10010405_11
1492,Document preparation,Markup languages,10010405_11
1493,Markup languages,Extensible Markup Language (XML),10010405_11
1494,Markup languages,Hypertext languages,10010405_11
1495,Document preparation,Annotation,10010405_11
1496,Document preparation,Format and notation,10010405_11
1497,Document preparation,Multi / mixed media creation,10010405_11
1498,Document preparation,Image composition,10010405_11
1499,Document preparation,Hypertext / hypermedia creation,10010405_11
1500,Document preparation,Document scripting languages,10010405_11
1501,Printed circuit boards,Electromagnetic interference and compatibility,10010583_1
1502,Printed circuit boards,PCB design and layout,10010583_1
1503,"Communication hardware, interfaces and storage",Signal processing systems,10010583_2
1504,Signal processing systems,Digital signal processing,10010583_2
1505,Signal processing systems,Beamforming,10010583_2
1506,Signal processing systems,Noise reduction,10010583_2
1507,"Communication hardware, interfaces and storage",Sensors and actuators,10010583_2
1508,"Communication hardware, interfaces and storage",Buses and high-speed links,10010583_2
1509,"Communication hardware, interfaces and storage",Displays and imagers,10010583_2
1510,"Communication hardware, interfaces and storage",External storage,10010583_2
1511,"Communication hardware, interfaces and storage",Networking hardware,10010583_2
1512,"Communication hardware, interfaces and storage",Printers,10010583_2
1513,"Communication hardware, interfaces and storage",Sensor applications and deployments,10010583_2
1514,"Communication hardware, interfaces and storage",Sensor devices and platforms,10010583_2
1515,"Communication hardware, interfaces and storage",Sound-based input / output,10010583_2
1516,"Communication hardware, interfaces and storage",Tactile and hand-based interfaces,10010583_2
1517,Tactile and hand-based interfaces,Touch screens,10010583_2
1518,Tactile and hand-based interfaces,Haptic devices,10010583_2
1519,"Communication hardware, interfaces and storage",Scanners,10010583_2
1520,"Communication hardware, interfaces and storage",Wireless devices,10010583_2
1521,"Communication hardware, interfaces and storage",Wireless integrated network sensors,10010583_2
1522,"Communication hardware, interfaces and storage",Electro-mechanical devices,10010583_2
1523,Integrated circuits,3D integrated circuits,10010583_3
1524,Integrated circuits,Interconnect,10010583_3
1525,Interconnect,Input / output circuits,10010583_3
1526,Interconnect,Metallic interconnect,10010583_3
1527,Interconnect,Photonic and optical interconnect,10010583_3
1528,Interconnect,Radio frequency and wireless interconnect,10010583_3
1529,Integrated circuits,Semiconductor memory,10010583_3
1530,Semiconductor memory,Dynamic memory,10010583_3
1531,Semiconductor memory,Static memory,10010583_3
1532,Semiconductor memory,Non-volatile memory,10010583_3
1533,Semiconductor memory,Read-only memory,10010583_3
1534,Integrated circuits,Digital switches,10010583_3
1535,Digital switches,Transistors,10010583_3
1536,Digital switches,Logic families,10010583_3
1537,Integrated circuits,Logic circuits,10010583_3
1538,Logic circuits,Arithmetic and datapath circuits,10010583_3
1539,Logic circuits,Asynchronous circuits,10010583_3
1540,Logic circuits,Combinational circuits,10010583_3
1541,Logic circuits,Design modules and hierarchy,10010583_3
1542,Logic circuits,Finite state machines,10010583_3
1543,Logic circuits,Sequential circuits,10010583_3
1544,Integrated circuits,Reconfigurable logic and FPGAs,10010583_3
1545,Reconfigurable logic and FPGAs,Hardware accelerators,10010583_3
1546,Reconfigurable logic and FPGAs,High-speed input / output,10010583_3
1547,Reconfigurable logic and FPGAs,Programmable logic elements,10010583_3
1548,Reconfigurable logic and FPGAs,Programmable interconnect,10010583_3
1549,Reconfigurable logic and FPGAs,Reconfigurable logic applications,10010583_3
1550,Reconfigurable logic and FPGAs,Evolvable hardware,10010583_3
1551,Very large scale integration design,3D integrated circuits,10010583_4
1552,Very large scale integration design,Analog and mixed-signal circuits,10010583_4
1553,Analog and mixed-signal circuits,Data conversion,10010583_4
1554,Analog and mixed-signal circuits,Clock generation and timing,10010583_4
1555,Analog and mixed-signal circuits,Analog and mixed-signal circuit optimization,10010583_4
1556,Analog and mixed-signal circuits,Radio frequency and wireless circuits,10010583_4
1557,Analog and mixed-signal circuits,Wireline communication,10010583_4
1558,Analog and mixed-signal circuits,Analog and mixed-signal circuit synthesis,10010583_4
1559,Very large scale integration design,Application-specific VLSI designs,10010583_4
1560,Application-specific VLSI designs,Application specific integrated circuits,10010583_4
1561,Application-specific VLSI designs,Application specific instruction set processors,10010583_4
1562,Application-specific VLSI designs,Application specific processors,10010583_4
1563,Very large scale integration design,Design reuse and communication-based design,10010583_4
1564,Design reuse and communication-based design,Network on chip,10010583_4
1565,Design reuse and communication-based design,System on a chip,10010583_4
1566,Design reuse and communication-based design,Platform-based design,10010583_4
1567,Design reuse and communication-based design,Hard and soft IP,10010583_4
1568,Very large scale integration design,Design rules,10010583_4
1569,Very large scale integration design,Economics of chip design and manufacturing,10010583_4
1570,Very large scale integration design,Full-custom circuits,10010583_4
1571,Very large scale integration design,VLSI design manufacturing considerations,10010583_4
1572,Very large scale integration design,On-chip resource management,10010583_4
1573,Very large scale integration design,On-chip sensors,10010583_4
1574,Very large scale integration design,Standard cell libraries,10010583_4
1575,Very large scale integration design,VLSI packaging,10010583_4
1576,VLSI packaging,Die and wafer stacking,10010583_4
1577,VLSI packaging,Input / output styles,10010583_4
1578,VLSI packaging,Multi-chip modules,10010583_4
1579,VLSI packaging,Package-level interconnect,10010583_4
1580,Very large scale integration design,VLSI system specification and constraints,10010583_4
1581,Power and energy,Thermal issues,10010583_5
1582,Thermal issues,Temperature monitoring,10010583_5
1583,Thermal issues,Temperature simulation and estimation,10010583_5
1584,Thermal issues,Temperature control,10010583_5
1585,Thermal issues,Temperature optimization,10010583_5
1586,Power and energy,Energy generation and storage,10010583_5
1587,Energy generation and storage,Batteries,10010583_5
1588,Energy generation and storage,Fuel-based energy,10010583_5
1589,Energy generation and storage,Renewable energy,10010583_5
1590,Energy generation and storage,Reusable energy storage,10010583_5
1591,Power and energy,Energy distribution,10010583_5
1592,Energy distribution,Energy metering,10010583_5
1593,Energy distribution,Power conversion,10010583_5
1594,Energy distribution,Power networks,10010583_5
1595,Energy distribution,Smart grid,10010583_5
1596,Power and energy,Impact on the environment,10010583_5
1597,Power and energy,Power estimation and optimization,10010583_5
1598,Power estimation and optimization,Switching devices power issues,10010583_5
1599,Power estimation and optimization,Interconnect power issues,10010583_5
1600,Power estimation and optimization,Circuits power issues,10010583_5
1601,Power estimation and optimization,Chip-level power issues,10010583_5
1602,Power estimation and optimization,Platform power issues,10010583_5
1603,Power estimation and optimization,Enterprise level and data centers power issues,10010583_5
1604,Electronic design automation,High-level and register-transfer level synthesis,10010583_6
1605,High-level and register-transfer level synthesis,Datapath optimization,10010583_6
1606,High-level and register-transfer level synthesis,Hardware-software codesign,10010583_6
1607,High-level and register-transfer level synthesis,Resource binding and sharing,10010583_6
1608,High-level and register-transfer level synthesis,Operations scheduling,10010583_6
1609,Electronic design automation,Hardware description languages and compilation,10010583_6
1610,Electronic design automation,Logic synthesis,10010583_6
1611,Logic synthesis,Combinational synthesis,10010583_6
1612,Logic synthesis,Circuit optimization,10010583_6
1613,Logic synthesis,Sequential synthesis,10010583_6
1614,Logic synthesis,Technology-mapping,10010583_6
1615,Logic synthesis,Transistor-level synthesis,10010583_6
1616,Electronic design automation,Modeling and parameter extraction,10010583_6
1617,Electronic design automation,Physical design (EDA),10010583_6
1618,Physical design (EDA),Clock-network synthesis,10010583_6
1619,Physical design (EDA),Packaging,10010583_6
1620,Physical design (EDA),Partitioning and floorplanning,10010583_6
1621,Physical design (EDA),Placement,10010583_6
1622,Physical design (EDA),Physical synthesis,10010583_6
1623,Physical design (EDA),Power grid design,10010583_6
1624,Physical design (EDA),Wire routing,10010583_6
1625,Electronic design automation,Timing analysis,10010583_6
1626,Timing analysis,Electrical-level simulation,10010583_6
1627,Timing analysis,Model-order reduction,10010583_6
1628,Timing analysis,Compact delay models,10010583_6
1629,Timing analysis,Static timing analysis,10010583_6
1630,Timing analysis,Statistical timing analysis,10010583_6
1631,Timing analysis,Transition-based timing analysis,10010583_6
1632,Electronic design automation,Methodologies for EDA,10010583_6
1633,Methodologies for EDA,Best practices for EDA,10010583_6
1634,Methodologies for EDA,Design databases for EDA,10010583_6
1635,Methodologies for EDA,Software tools for EDA,10010583_6
1636,Hardware validation,Functional verification,10010583_7
1637,Functional verification,Model checking,10010583_7
1638,Functional verification,Coverage metrics,10010583_7
1639,Functional verification,Equivalence checking,10010583_7
1640,Functional verification,Semi-formal verification,10010583_7
1641,Functional verification,Simulation and emulation,10010583_7
1642,Functional verification,Transaction-level verification,10010583_7
1643,Functional verification,Theorem proving and SAT solving,10010583_7
1644,Functional verification,Assertion checking,10010583_7
1645,Hardware validation,Physical verification,10010583_7
1646,Physical verification,Design rule checking,10010583_7
1647,Physical verification,Layout-versus-schematics,10010583_7
1648,Physical verification,Power and thermal analysis,10010583_7
1649,Physical verification,Timing analysis and sign-off,10010583_7
1650,Hardware validation,Post-manufacture validation and debug,10010583_7
1651,Post-manufacture validation and debug,"Bug detection, localization and diagnosis",10010583_7
1652,Post-manufacture validation and debug,Bug fixing (hardware),10010583_7
1653,Post-manufacture validation and debug,Design for debug,10010583_7
1654,Hardware test,"Analog, mixed-signal and radio frequency test",10010583_8
1655,Hardware test,Board- and system-level test,10010583_8
1656,Hardware test,Defect-based test,10010583_8
1657,Hardware test,Design for testability,10010583_8
1658,Design for testability,Built-in self-test,10010583_8
1659,Design for testability,Online test and diagnostics,10010583_8
