,concept_id,concept_name,child_id,child_name,group_code
531,10010575,Dependable and fault-tolerant systems and networks,10011743,Fault-tolerant network topologies,10010520
3246,10010980,Software system models,10010985,Feature interaction,10011007
1521,10010321,Machine learning algorithms,10010336,Feature selection,10010147
776,10003219,Information integration,10003399,Federated databases,10002951
3503,10011647,Ring networks,10011649,Fiber distributed data interface (FDDI),10003033
1074,10003122,HCI design and evaluation methods,10011750,Field studies,10003120
196,10003006,Systems security,10011747,File system security,10002978
1236,10003574,Computer crime,10003575,Financial crime,10003456
480,10010469,Arts and humanities,10010470,Fine arts,10010405
358,10003790,Logic,10003799,Finite Model Theory,10003752
1793,10010615,Logic circuits,10010620,Finite state machines,10010583
1744,10010562,Embedded systems,10010561,Firmware,10010520
2216,10003165,Record layout alternatives,10003422,Fixed length attributes,10002951
1333,10010052,Parameterized complexity and exact algorithms,10010053,Fixed parameter tractability,10003752
2201,10003158,Storage class memory,10003452,Flash memory,10002951
1924,10010799,Circuit substrates,10010803,Flexible and printable circuits,10010583
2006,10011092,Software development techniques,10011094,Flowcharts,10011007
498,10010481,Operations research,10010487,Forecasting,10010405
612,10011006,Software notations and tools,10011039,Formal language definitions,10011007
41,10003752,Theory of computation,10003766,Formal languages and automata theory,10003752
1950,10010992,Software functional properties,10010998,Formal methods,10011007
14,10002978,Security and privacy,10002986,Formal methods and theory of security,10002978
173,10002986,Formal methods and theory of security,10002989,Formal security models,10002978
2015,10011099,Software verification and validation,10011692,Formal software verification,10011007
993,10003041,Protocol correctness,10003043,Formal specifications,10003033
332,10003766,Formal languages and automata theory,10003767,Formalisms,10003752
1703,10010510,Document preparation,10010514,Format and notation,10010405
3296,10011024,Language features,10011038,Frameworks,10011007
1832,10010663,Energy generation and storage,10010665,Fuel-based energy,10010583
561,10010633,Very large scale integration design,10010651,Full-custom circuits,10010583
120,10003714,Mathematical analysis,10003736,Functional analysis,10002950
1406,10010125,Program constructs,10010127,Functional constructs,10003752
3275,10011009,Language types,10011012,Functional languages,10011007
580,10010717,Hardware validation,10010721,Functional verification,10010583
3256,10010993,Correctness,10010994,Functionality,10011007
1198,10003580,Computing profession,10003581,Funding,10003456
1477,10010205,Search methodologies,10010210,Game tree search,10010147
3655,10010950,Memory management,10010954,Garbage collection,10011007
318,10010927,User characteristics,10003613,Gender,10003456
86,10011122,Document types,10002947,General conference proceedings,10002944
88,10011122,Document types,10002949,General literature,10002944
611,10011006,Software notations and tools,10011008,General programming languages,10011007
647,10003625,Combinatorics,10003629,Generating functions,10002950
380,10010061,"Randomness, geometry and discrete structures",10010064,Generating random combinatorial structures,10003752
2917,10011809,Bio-inspired approaches,10011815,Generative and developmental approaches,10010147
2914,10011809,Bio-inspired approaches,10011812,Genetic algorithms,10010147
1242,10003602,Medical information policy,10003605,Genetic information,10003456
468,10010444,Life and medical sciences,10010935,Genetics,10010405
461,10010444,Life and medical sciences,10010093,Genomics,10010405
321,10010927,User characteristics,10003618,Geographic characteristics,10003456
826,10003236,Spatial-temporal systems,10003237,Geographic information systems,10002951
1154,10003147,Visualization application domains,10010887,Geographic visualization,10003120
739,10003742,Topology,10003745,Geometric topology,10002950
1094,10003128,Interaction techniques,10011755,Gestural input,10003120
2068,10003677,Markov-chain Monte Carlo methods,10003678,Gibbs sampling,10002950
829,10003236,Spatial-temporal systems,10011559,Global positioning systems,10002951
314,10003462,Computing / technology policy,10003588,Government technology policy,10003456
1221,10003487,Surveillance,10003488,Governmental surveillance,10003456
2091,10003720,Computations on polynomials,10003747,Gr???bner bases and other special bases,10002950
334,10003766,Formal languages and automata theory,10003771,Grammars and context-free languages,10003752
663,10003633,Graph theory,10010917,Graph algorithms,10002950
367,10003809,Design and analysis of algorithms,10003635,Graph algorithms analysis,10003752
654,10003633,Graph theory,10003639,Graph coloring,10002950
1149,10003146,Visualization techniques,10010892,Graph drawings,10003120
656,10003633,Graph theory,10003641,Graph enumeration,10002950
102,10003624,Discrete mathematics,10003633,Graph theory,10002950
743,10002953,Database design and models,10010146,Graph-based database models,10002951
942,10002992,Authentication,10011618,Graphical / visual passwords,10002978
1976,10011050,Context specific languages,10011052,Graphical user interface languages,10011007
1078,10003124,Interaction paradigms,10010865,Graphical user interfaces,10003120
1570,10010387,Graphics systems and interfaces,10010394,Graphics file formats,10010147
1566,10010387,Graphics systems and interfaces,10010389,Graphics processors,10010147
1698,10010504,Document capture,10010507,Graphics recognition and interpretation,10010405
420,10010371,Computer graphics,10010387,Graphics systems and interfaces,10010147
658,10003633,Graph theory,10003643,Graphs and surfaces,10002950
1141,10003141,Ubiquitous and mobile devices,10010901,Handheld game consoles,10003120
1814,10010645,Design reuse and communication-based design,10011718,Hard and soft IP,10010583
1795,10010628,Reconfigurable logic and FPGAs,10010629,Hardware accelerators,10010583
187,10003001,Security in hardware,10010777,Hardware attacks and countermeasures,10002978
574,10010682,Electronic design automation,10010689,Hardware description languages and compilation,10010583
594,10010750,Robustness,10010762,Hardware reliability,10010583
589,10010737,Hardware test,10010747,Hardware reliability screening,10010583
186,10003001,Security in hardware,10003599,Hardware security implementation,10002978
2539,10003498,Implementation management,10003499,Hardware selection,10003456
78,10010583,Hardware,10010737,Hardware test,10010583
77,10010583,Hardware,10010717,Hardware validation,10010583
955,10003599,Hardware security implementation,10011621,Hardware-based security protocols,10002978
1847,10010684,High-level and register-transfer level synthesis,10010686,Hardware-software codesign,10010583
933,10002982,Symmetric cryptography and hash functions,10011600,Hash functions and message authentication codes,10002978
2206,10003162,Record storage alternatives,10003412,Hashed file organization,10002951
1217,10003480,Censorship,10003482,Hate speech,10003456
269,10003121,Human computer interaction (HCI),10003122,HCI design and evaluation methods,10003120
272,10003121,Human computer interaction (HCI),10003126,"HCI theory, concepts and models",10003120
464,10010444,Life and medical sciences,10010447,Health care information systems,10010405
465,10010444,Life and medical sciences,10010449,Health informatics,10010405
1244,10003602,Medical information policy,10003607,Health information exchanges,10003456
2205,10003162,Record storage alternatives,10003411,Heap (data structure),10002951
1148,10003146,Visualization techniques,10010891,Heat maps,10003120
1730,10010542,Other architectures,10010546,Heterogeneous (hybrid) systems,10010520
1071,10003122,HCI design and evaluation methods,10010855,Heuristic evaluations,10003120
1473,10010205,Search methodologies,10010206,Heuristic function construction,10010147
2131,10010146,Graph-based database models,10002956,Hierarchical data models,10002951
2849,10010240,Computer vision representations,10010244,Hierarchical representations,10010147
806,10003520,Storage management,10003180,Hierarchical storage management,10002951
359,10003790,Logic,10003800,Higher order logic,10003752
573,10010682,Electronic design automation,10010684,High-level and register-transfer level synthesis,10010583
1735,10010542,Other architectures,10011713,High-level language architectures,10010520
1796,10010628,Reconfigurable logic and FPGAs,10010630,High-speed input / output,10010583
1175,10003521,History of computing,10003522,Historical people,10003456
303,10003457,Professional topics,10003521,History of computing,10003456
1179,10003521,History of computing,10003526,History of computing theory,10003456
1176,10003521,History of computing,10003523,History of hardware,10003456
1178,10003521,History of computing,10003525,History of programming languages,10003456
1177,10003521,History of computing,10003524,History of software,10003456
365,10003790,Logic,10011741,Hoare logic,10003752
258,10003106,Network types,10003108,Home networks,10003033
2219,10003434,Relational storage,10003435,Horizontal partitioning,10002951
22,10002978,Security and privacy,10003029,Human and societal aspects of security and privacy,10002978
31,10003120,Human-centered computing,10003121,Human computer interaction (HCI),10003120
2440,10011643,Network topology types,10011651,Hybrid networks,10003033
2222,10003434,Relational storage,10003438,Hybrid storage layouts,10002951
1429,10010149,Symbolic and algebraic algorithms,10010154,Hybrid symbolic-numeric methods,10010147
1147,10003146,Visualization techniques,10010890,Hyperbolic trees,10003120
652,10003633,Graph theory,10003637,Hypergraphs,10002950
2842,10010226,Image and video acquisition,10010237,Hyperspectral imaging,10010147
1075,10003124,Interaction paradigms,10003254,Hypertext / hypermedia,10003120
1706,10010510,Document preparation,10010920,Hypertext / hypermedia creation,10010405
676,10003662,Probabilistic inference problems,10003666,Hypothesis testing and confidence interval computation,10002950
1235,10003574,Computer crime,10003475,Identity theft,10003456
1921,10010799,Circuit substrates,10010800,III-V compounds,10010583
1490,10010224,Computer vision,10010226,Image and video acquisition,10010147
1705,10010510,Document preparation,10010516,Image composition,10010405
421,10010371,Computer graphics,10010395,Image compression,10010147
419,10010371,Computer graphics,10010382,Image manipulation,10010147
1562,10010382,Image manipulation,10010383,Image processing,10010147
2846,10010240,Computer vision representations,10010241,Image representations,10010147
2374,10003386,Multimedia and multimodal retrieval,10003387,Image search,10002951
2851,10010245,Computer vision problems,10010247,Image segmentation,10010147
1564,10010382,Image manipulation,10010385,Image-based rendering,10010147
1634,10010087,Computational biology,10010096,Imaging,10010405
571,10010662,Power and energy,10010673,Impact on the environment,10010583
3273,10011009,Language types,10011010,Imperative languages,10011007
1169,10003490,Management of computing and information systems,10003498,Implementation management,10003456
1239,10003588,Government technology policy,10003592,Import / export controls,10003456
2299,10003296,Crowdsourcing,10003299,Incentive schemes,10002951
2137,10010820,Data model extensions,10010120,Incomplete data,10002951
1403,10010111,Database theory,10011736,"Incomplete, inconsistent, and uncertain databases",10003752
2140,10010820,Data model extensions,10010915,Inconsistent data,10002951
1962,10011041,Compilers,10011042,Incremental compilers,10011007
2207,10003162,Record storage alternatives,10003413,Indexed file organization,10002951
1368,10010071,Machine learning theory,10010078,Inductive inference,10003752
2892,10010297,Logical and relational learning,10010298,Inductive logic learning,10010147
494,10010481,Operations research,10010482,Industry and manufacturing,10010405
1165,10003458,Computing industry,10003460,Industry statistics,10003456
1184,10003527,Computing education,10003538,Informal education,10003456
204,10003018,Database and storage security,10003021,Information accountability and usage control,10002978
192,10003006,Systems security,10011608,Information flow control,10002978
132,10002952,Data management systems,10003219,Information integration,10002951
1617,10011731,Enterprise interoperability,10011732,Information integration and interoperability,10010405
808,10003520,Storage management,10003182,Information lifecycle management,10002951
12,10002951,Information systems,10003317,Information retrieval,10002951
900,10003338,Retrieval models and ranking,10003345,Information retrieval diversity,10002951
158,10003317,Information retrieval,10003325,Information retrieval query processing,10002951
2562,10003531,Computing education programs,10003536,Information science education,10003456
9,10002951,Information systems,10003152,Information storage systems,10002951
134,10003152,Information storage systems,10003153,Information storage technologies,10002951
1174,10003490,Management of computing and information systems,10003514,Information system economics,10003456
10,10002951,Information systems,10003227,Information systems applications,10002951
2558,10003531,Computing education programs,10003532,Information systems education,10003456
2561,10003531,Computing education programs,10003535,Information technology education,10003456
5,10002950,Mathematics of computing,10003712,Information theory,10002950
1155,10003147,Visualization application domains,10010923,Information visualization,10003120
169,10002979,Cryptography,10002984,Information-theoretic techniques,10002978
3285,10011024,Language features,10011026,Inheritance,10011007
254,10003099,Network services,10003103,In-network processing,10003033
2211,10003163,Directory structures,10003417,Inodes,10002951
3668,10010965,Communications management,10010967,Input / output,10011007
1779,10010602,Interconnect,10010603,Input / output circuits,10010583
1823,10010656,VLSI packaging,10010658,Input / output styles,10010583
1512,10010293,Machine learning approaches,10010315,Instance-based learning,10010147
121,10003714,Mathematical analysis,10003738,Integral equations,10002950
1993,10011066,Development frameworks and environments,10011069,Integrated and visual development environments,10011007
73,10010583,Hardware,10010600,Integrated circuits,10010583
1989,10011060,System description languages,10011065,Integration frameworks,10011007
755,10003190,Database management system engines,10003206,Integrity checking,10002951
307,10003462,Computing / technology policy,10003463,Intellectual property,10003456
1486,10010219,Distributed artificial intelligence,10010221,Intelligent agents,10010147
32,10003120,Human-centered computing,10003123,Interaction design,10003120
276,10003123,Interaction design,10010860,Interaction design process and methods,10003120
277,10003123,Interaction design,10011758,"Interaction design theory, concepts and paradigms",10003120
271,10003121,Human computer interaction (HCI),10003125,Interaction devices,10003120
270,10003121,Human computer interaction (HCI),10003124,Interaction paradigms,10003120
273,10003121,Human computer interaction (HCI),10003128,Interaction techniques,10003120
327,10003753,Models of computation,10003759,Interactive computation,10003752
3227,10010969,Virtual worlds software,10010970,Interactive games,10011007
502,10010489,Education,10010491,Interactive learning environments,10010405
346,10003777,Computational complexity and cryptography,10003786,Interactive proof systems,10003752
1539,10010349,Simulation types and techniques,10010360,Interactive simulation,10010147
274,10003121,Human computer interaction (HCI),10003129,Interactive systems and tools,10003120
1136,10003141,Ubiquitous and mobile devices,10010896,Interactive whiteboards,10003120
550,10010600,Integrated circuits,10010602,Interconnect,10010583
1841,10010674,Power estimation and optimization,10011720,Interconnect power issues,10010583
1714,10010528,Parallel architectures,10010530,Interconnection architectures,10010520
2850,10010245,Computer vision problems,10010246,Interest point and salient region detections,10010147
1983,10011050,Context specific languages,10011059,Interface definition languages,10011007
1105,10010860,Interaction design process and methods,10011694,Interface design prototyping,10003120
228,10003058,Network components,10003059,Intermediate nodes,10003033
863,10003282,Web applications,10003286,Internet communications tools,10002951
1208,10003463,Intellectual property,10003469,Internet governance / domain names,10003456
1627,10010988,Telecommunications,10011581,Internet telephony,10010405
1951,10011003,Extra-functional properties,10010117,Interoperability,10011007
2215,10003164,Block / page strategies,10003421,Interpage free-space management,10002951
712,10003715,Numerical analysis,10003722,Interpolation,10002950
714,10003715,Numerical analysis,10003725,Interval arithmetic,10002950
2214,10003164,Block / page strategies,10003420,Intrapage space management,10002951
182,10002997,Intrusion/anomaly detection and malware mitigation,10002999,Intrusion detection systems,10002978
16,10002978,Security and privacy,10002997,Intrusion/anomaly detection and malware mitigation,10002978
1416,10010138,Program reasoning,10010139,Invariants,10003752
475,10010462,Computer forensics,10010464,Investigation techniques,10010405
446,10010406,Enterprise computing,10010429,IT architectures,10010405
447,10010406,Enterprise computing,10010430,IT governance,10010405
2075,10003684,Resampling methods,10003686,Jackknifing,10002950
2153,10003192,Database query processing,10003426,Join algorithms,10002951
1964,10011041,Compilers,10011044,Just-in-time compilers,10011007
1187,10003527,Computing education,10003541,K-12 education,10003456
685,10003670,Probabilistic reasoning algorithms,10003683,Kalman filters and hidden Markov models,10002950
2055,10003657,Nonparametric representations,10003658,Kernel density estimators,10002950
165,10002979,Cryptography,10002980,Key management,10002978
1086,10003125,Interaction devices,10010872,Keyboards,10003120
2158,10003195,Parallel and distributed DBMSs,10010836,Key-value stores,10002951
400,10010178,Artificial intelligence,10010187,Knowledge representation and reasoning,10010147
1331,10010047,Online algorithms,10010050,K-server algorithms,10003752
1073,10003122,HCI design and evaluation methods,10011749,Laboratory experiments,10003120
1958,10011008,General programming languages,10011024,Language features,10011007
896,10003338,Retrieval models and ranking,10003341,Language models,10002951
1455,10010179,Natural language processing,10010186,Language resources,10010147
483,10010469,Arts and humanities,10010473,Language translation,10010405
1957,10011008,General programming languages,10011009,Language types,10011007
2905,10010309,Factorization methods,10011671,Latent Dirichlet allocation,10010147
2898,10010300,Learning in probabilistic graphical models,10010305,Latent variable models,10010147
470,10010455,"Law, social and behavioral sciences",10010458,Law,10010405
60,10010405,Applied computing,10010455,"Law, social and behavioral sciences",10010405
3234,10010972,Software architectures,10010974,Layered systems,10011007
988,10003035,Network design principles,10003036,Layering,10003033
1882,10010728,Physical verification,10010730,Layout-versus-schematics,10010583
1500,10010282,Learning settings,10010291,Learning from critiques,10010147
1499,10010282,Learning settings,10010290,Learning from demonstrations,10010147
1501,10010282,Learning settings,10010292,Learning from implicit feedback,10010147
1508,10010293,Machine learning approaches,10010300,Learning in probabilistic graphical models,10010147
1516,10010293,Machine learning approaches,10010319,Learning latent representations,10010147
1509,10010293,Machine learning approaches,10010307,Learning linear models,10010147
504,10010489,Education,10010493,Learning management systems,10010405
407,10010257,Machine learning,10010258,Learning paradigms,10010147
408,10010257,Machine learning,10010282,Learning settings,10010147
2880,10010262,Multi-task learning,10010279,Learning under covariate shift,10010147
1453,10010179,Natural language processing,10010184,Lexical semantics,10010147
1209,10003463,Intellectual property,10003470,Licensing,10003456
59,10010405,Applied computing,10010444,Life and medical sciences,10010405
2879,10010262,Multi-task learning,10010278,Lifelong machine learning,10010147
1433,10010149,Symbolic and algebraic algorithms,10010158,Linear algebra algorithms,10010147
360,10003790,Logic,10003801,Linear logic,10003752
924,10003365,Search engine architectures and scalability,10010851,Link and co-citation analysis,10002951
2208,10003162,Record storage alternatives,10003414,Linked lists,10002951
219,10003039,Network protocols,10003044,Link-layer protocols,10003033
1032,10003084,Network range,10003086,Local area networks,10003033
43,10003752,Theory of computation,10003790,Logic,10003752
1401,10010111,Database theory,10011734,Logic and databases,10003752
553,10010600,Integrated circuits,10010615,Logic circuits,10010583
1788,10010612,Digital switches,10010614,Logic families,10010583
1465,10010187,Knowledge representation and reasoning,10010196,Logic programming and answer set programming,10010147
575,10010682,Electronic design automation,10010690,Logic synthesis,10010583
1038,10003090,Network structure,10003093,Logical / virtual topologies,10003033
1507,10010293,Machine learning approaches,10010297,Logical and relational learning,10010147
233,10003058,Network components,10003066,Logical nodes,10003033
680,10003670,Probabilistic reasoning algorithms,10003674,Loopy belief propagation,10002950
1337,10010055,"Streaming, sublinear and near linear time algorithms",10010058,Lower bounds and information complexity,10003752
51,10010147,Computing methodologies,10010257,Machine learning,10010147
410,10010257,Machine learning,10010321,Machine learning algorithms,10010147
409,10010257,Machine learning,10010293,Machine learning approaches,10010147
387,10010070,Theory and algorithms for application domains,10010071,Machine learning theory,10003752
1449,10010179,Natural language processing,10010180,Machine translation,10010147
1979,10011050,Context specific languages,10011055,Macro languages,10011007
787,10003153,Information storage technologies,10003155,Magnetic disks,10002951
788,10003153,Information storage technologies,10003156,Magnetic tapes,10002951
3653,10010950,Memory management,10010952,Main memory,10011007
757,10003190,Database management system engines,10010840,Main memory engines,10002951
527,10010575,Dependable and fault-tolerant systems and networks,10010579,Maintainability and maintenance,10010520
2022,10011111,Software post-development issues,10011696,Maintaining software,10011007
956,10010777,Hardware attacks and countermeasures,10010779,Malicious design modifications,10002978
1237,10003574,Computer crime,10003578,Malware / spyware crime,10003456
181,10002997,Intrusion/anomaly detection and malware mitigation,10002998,Malware and its mitigation,10002978
203,10003018,Database and storage security,10003020,Management and querying of encrypted data,10002978
302,10003457,Professional topics,10003490,Management of computing and information systems,10003456
2173,10010825,Query languages for non-relational engines,10010827,MapReduce languages,10002951
2159,10003195,Parallel and distributed DBMSs,10010837,MapReduce-based systems,10002951
1386,10010099,Algorithmic game theory and mechanism design,10010106,Market equilibria,10003752
499,10010481,Operations research,10010488,Marketing,10010405
666,10003649,Probabilistic representations,10003651,Markov networks,10002950
699,10003700,Stochastic processes,10003701,Markov processes,10002950
2071,10003677,Markov-chain Monte Carlo methods,10003681,Markov-chain Monte Carlo convergence measures,10002950
683,10003670,Probabilistic reasoning algorithms,10003677,Markov-chain Monte Carlo methods,10002950
869,10003300,Web interfaces,10003303,Mashups,10002951
839,10003251,Multimedia information systems,10003258,Massively multiplayer online games,10002951
1541,10010349,Simulation types and techniques,10010362,Massively parallel and high-performance simulations,10010147
3247,10010980,Software system models,10010986,Massively parallel systems,10011007
2859,10010245,Computer vision problems,10010255,Matching,10010147
657,10003633,Graph theory,10003642,Matchings and factors,10002950
6,10002950,Mathematics of computing,10003714,Mathematical analysis,10002950
170,10002979,Cryptography,10002985,Mathematical foundations of cryptography,10002978
4,10002950,Mathematics of computing,10003705,Mathematical software,10002950
114,10003705,Mathematical software,10011686,Mathematical software performance,10002950
457,10010432,Physical sciences and engineering,10010442,Mathematics and statistics,10010405
2371,10003381,Structure and multilingual text search,10003383,Mathematics retrieval,10002951
662,10003633,Graph theory,10003647,Matroids and greedoids,10002950
678,10003662,Probabilistic inference problems,10003669,Max marginal computation,10002950
2896,10010300,Learning in probabilistic graphical models,10010303,Maximum a posteriori modeling,10010147
2895,10010300,Learning in probabilistic graphical models,10010302,Maximum entropy modeling,10010147
673,10003662,Probabilistic inference problems,10003663,Maximum likelihood estimation,10002950
2894,10010300,Learning in probabilistic graphical models,10010301,Maximum likelihood modeling,10010147
92,10011123,Cross-computing tools and techniques,10010916,Measurement,10002944
484,10010469,Arts and humanities,10010474,Media arts,10010405
773,10003219,Information integration,10003222,Mediators and data integration,10002951
315,10003462,Computing / technology policy,10003602,Medical information policy,10003456
1240,10003602,Medical information policy,10003603,Medical records,10003456
1245,10003602,Medical information policy,10003608,Medical technologies,10003456
601,10010786,Emerging technologies,10010809,Memory and dense storage,10010583
3224,10010949,Operating systems,10010950,Memory management,10011007
588,10010737,Hardware test,10010746,Memory test and repair,10010583
1248,10003613,Gender,10010928,Men,10003456
717,10003715,Numerical analysis,10003749,Mesh generation,10002950
1574,10010396,Shape modeling,10010398,Mesh geometry models,10010147
1573,10010396,Shape modeling,10010397,Mesh models,10010147
2439,10011643,Network topology types,10011650,Mesh networks,10003033
3647,10010944,Middleware,10010945,Message oriented middleware,10011007
3669,10010965,Communications management,10010968,Message passing,10011007
783,10003400,Middleware for databases,10003408,Message queues,10002951
467,10010444,Life and medical sciences,10010452,Metabolomics / metabonomics,10010405
1780,10010602,Interconnect,10010604,Metallic interconnect,10010583
579,10010682,Electronic design automation,10010712,Methodologies for EDA,10010583
93,10011123,Cross-computing tools and techniques,10011124,Metrics,10002944
2069,10003677,Markov-chain Monte Carlo methods,10003679,Metropolis-Hastings algorithm,10002950
1033,10003084,Network range,10003087,Metropolitan area networks,10003033
1675,10011187,Personal computers and PC applications,10011191,Microcomputers,10010405
1926,10010805,Electromechanical systems,10010806,Microelectromechanical systems,10010583
230,10003058,Network components,10003063,Middle boxes / network appliances,10003033
3221,10010942,Software infrastructure,10010944,Middleware,10011007
786,10003400,Middleware for databases,10011142,Middleware business process managers,10002951
133,10002952,Data management systems,10003400,Middleware for databases,10002951
488,10010476,Computers in other domains,10010478,Military,10010405
798,10003166,Storage replication,10003167,Mirroring,10002951
2868,10010260,Unsupervised learning,10010267,Mixture modeling,10010147
2897,10010300,Learning in probabilistic graphical models,10010304,Mixture models,10010147
1065,10010582,Ad hoc networks,10011668,Mobile ad hoc networks,10003033
1487,10010219,Distributed artificial intelligence,10010222,Mobile agents,10010147
1132,10003139,"Ubiquitous and mobile computing theory, concepts and paradigms",10010905,Mobile computing,10003120
1138,10003141,Ubiquitous and mobile devices,10010898,Mobile devices,10003120
143,10003227,Information systems applications,10003245,Mobile information processing systems,10002951
263,10003106,Network types,10003113,Mobile networks,10003033
1137,10003141,Ubiquitous and mobile devices,10010897,Mobile phones,10003120
959,10003007,Operating systems security,10003008,Mobile platform security,10002978
352,10003790,Logic,10003793,Modal and temporal logics,10003752
1182,10003527,Computing education,10003530,Model curricula,10003456
412,10010341,Modeling and simulation,10010342,Model development and analysis,10010147
1525,10010342,Model development and analysis,10010344,Model verification and validation,10010147
3245,10010980,Software system models,10010984,Model-driven software engineering,10011007
576,10010682,Electronic design automation,10010696,Modeling and parameter extraction,10010583
52,10010147,Computing methodologies,10010341,Modeling and simulation,10010147
1524,10010342,Model development and analysis,10010343,Modeling methodologies,10010147
1865,10010705,Timing analysis,10010707,Model-order reduction,10010583
40,10003752,Theory of computation,10003753,Models of computation,10003752
1371,10010071,Machine learning theory,10010083,Models of learning,10003752
3289,10011024,Language features,10011031,Modules / packages,10011007
1734,10010542,Other architectures,10010551,Molecular computing,10010520
1630,10010087,Computational biology,10010089,Molecular evolution,10010405
1628,10010087,Computational biology,10010086,Molecular sequence analysis,10010405
1531,10010349,Simulation types and techniques,10010351,Molecular simulation,10010147
1636,10010087,Computational biology,10010098,Molecular structural biology,10010405
3662,10010957,Process management,10010960,Monitors,10011007
2871,10010260,Unsupervised learning,10010270,Motif discovery,10010147
1482,10010213,Control methods,10010215,Motion path planning,10010147
1554,10010352,Animation,10010380,Motion processing,10010147
1704,10010510,Document preparation,10010515,Multi / mixed media creation,10010405
1370,10010071,Machine learning theory,10010082,Multi-agent learning,10003752
1470,10010199,Planning and scheduling,10010202,Multi-agent planning,10010147
1485,10010219,Distributed artificial intelligence,10010220,Multi-agent systems,10010147
1824,10010656,VLSI packaging,10010660,Multi-chip modules,10010583
1720,10010528,Parallel architectures,10010536,Multicore architectures,10010520
1680,10010484,Decision analysis,10011817,Multi-criterion optimization and decision-making,10010405
2141,10003450,Data access methods,10002974,Multidimensional range search,10002951
943,10002992,Authentication,10011619,Multi-factor authentication,10002978
2373,10003381,Structure and multilingual text search,10003385,Multilingual and cross-lingual retrieval,10002951
927,10003371,Specialized information retrieval,10003386,Multimedia and multimodal retrieval,10002951
838,10003251,Multimedia information systems,10003256,Multimedia content creation,10002951
836,10003251,Multimedia information systems,10003253,Multimedia databases,10002951
145,10003227,Information systems applications,10003251,Multimedia information systems,10002951
837,10003251,Multimedia information systems,10003255,Multimedia streaming,10002951
3281,10011009,Language types,10011021,Multiparadigm languages,10011007
1715,10010528,Parallel architectures,10010531,"Multiple instruction, multiple data",10010520
1717,10010528,Parallel architectures,10010533,"Multiple instruction, single data",10010520
3661,10010957,Process management,10010959,Multiprocessing / multiprogramming / multitasking,10011007
1540,10010349,Simulation types and techniques,10010361,Multiscale systems,10010147
1496,10010258,Learning paradigms,10010262,Multi-task learning,10010147
3660,10010957,Process management,10010958,Multithreading,10011007
111,10003648,Probability and statistics,10003704,Multivariate statistics,10002950
2377,10003386,Multimedia and multimodal retrieval,10003390,Music retrieval,10002951
3663,10010957,Process management,10010962,Mutual exclusion,10011007
1927,10010805,Electromechanical systems,10010807,Nanoelectromechanical systems,10010583
1451,10010179,Natural language processing,10010182,Natural language generation,10010147
1081,10003124,Interaction paradigms,10010870,Natural language interfaces,10003120
399,10010178,Artificial intelligence,10010179,Natural language processing,10010147
909,10003347,Retrieval tasks and goals,10003355,Near-duplicate and plagiarism detection,10002951
1339,10010055,"Streaming, sublinear and near linear time algorithms",10010060,Nearest neighbor algorithms,10003752
844,10003351,Data mining,10003445,Nearest-neighbor search,10002951
1231,10003561,Network access control,10003562,Net neutrality,10003456
312,10003462,Computing / technology policy,10003561,Network access control,10003456
1232,10003561,Network access control,10003563,Network access restrictions,10003456
1009,10003064,End nodes,10011657,Network adapters,10003033
26,10003033,Networks,10003068,Network algorithms,10003033
23,10003033,Networks,10003034,Network architectures,10003033
2232,10003518,Storage network architectures,10003175,Network attached storage,10002951
25,10003033,Networks,10003058,Network components,10003033
1017,10003073,Control path algorithms,10003075,Network control algorithms,10003033
2132,10010146,Graph-based database models,10010818,Network data models,10002951
1019,10003073,Control path algorithms,10003077,Network design and planning algorithms,10003033
215,10003034,Network architectures,10003035,Network design principles,10003033
1012,10003066,Logical nodes,10003067,Network domains,10003033
245,10003083,Network properties,10003094,Network dynamics,10003033
236,10003068,Network algorithms,10003078,Network economics,10003033
239,10003079,Network performance evaluation,10003082,Network experimentation,10003033
227,10003039,Network protocols,10011655,Network File System (NFS) protocol,10003033
477,10010462,Computer forensics,10010466,Network forensics,10010405
1390,10010099,Algorithmic game theory and mechanism design,10010110,Network formation,10003752
1389,10010099,Algorithmic game theory and mechanism design,10010109,Network games,10003752
220,10003039,Network protocols,10003045,Network layer protocols,10003033
248,10003083,Network properties,10003098,Network manageability,10003033
255,10003099,Network services,10003104,Network management,10003033
241,10003079,Network performance evaluation,10011704,Network measurement,10003033
247,10003083,Network properties,10003097,Network mobility,10003033
256,10003099,Network services,10003105,Network monitoring,10003033
1172,10003490,Management of computing and information systems,10003511,Network operations,10003456
240,10003079,Network performance evaluation,10011672,Network performance analysis,10003033
27,10003033,Networks,10003079,Network performance evaluation,10003033
237,10003079,Network performance evaluation,10003080,Network performance modeling,10003033
1002,10003053,OAM protocols,10003055,Network policy,10003033
249,10003083,Network properties,10011739,Network privacy and anonymity,10003033
28,10003033,Networks,10003083,Network properties,10003033
217,10003039,Network protocols,10003040,Network protocol design,10003033
24,10003033,Networks,10003039,Network protocols,10003033
243,10003083,Network properties,10003084,Network range,10003033
246,10003083,Network properties,10003095,Network reliability,10003033
1016,10003073,Control path algorithms,10003074,Network resources allocation,10003033
1528,10010346,Simulation theory,10010348,Network science,10010147
1010,10003064,End nodes,10011660,Network servers,10003033
29,10003033,Networks,10003099,Network services,10003033
