parent_name,child_name,group,type
Machine learning approaches,Learning linear models,10010147_4,train
Learning linear models,Perceptron algorithm,10010147_4,train
Machine learning approaches,Factorization methods,10010147_4,train
Factorization methods,Non-negative matrix factorization,10010147_4,train
Factorization methods,Factor analysis,10010147_4,train
Factorization methods,Principal component analysis,10010147_4,train
Factorization methods,Canonical correlation analysis,10010147_4,train
Factorization methods,Latent Dirichlet allocation,10010147_4,train
Machine learning approaches,Rule learning,10010147_4,train
Machine learning approaches,Instance-based learning,10010147_4,train
Machine learning approaches,Markov decision processes,10010147_4,train
Machine learning approaches,Partially-observable Markov decision processes,10010147_4,train
Machine learning approaches,Stochastic games,10010147_4,train
Machine learning approaches,Learning latent representations,10010147_4,train
Learning latent representations,Deep belief networks,10010147_4,train
Machine learning approaches,Bio-inspired approaches,10010147_4,train
Bio-inspired approaches,Artificial life,10010147_4,train
Bio-inspired approaches,Evolvable hardware,10010147_4,train
Bio-inspired approaches,Genetic algorithms,10010147_4,train
Bio-inspired approaches,Genetic programming,10010147_4,train
Bio-inspired approaches,Evolutionary robotics,10010147_4,train
Bio-inspired approaches,Generative and developmental approaches,10010147_4,train
Machine learning,Machine learning algorithms,10010147_4,train
Machine learning algorithms,Dynamic programming for Markov decision processes,10010147_4,train
Dynamic programming for Markov decision processes,Value iteration,10010147_4,train
Dynamic programming for Markov decision processes,Q-learning,10010147_4,train
Dynamic programming for Markov decision processes,Policy iteration,10010147_4,train
Dynamic programming for Markov decision processes,Temporal difference learning,10010147_4,train
Dynamic programming for Markov decision processes,Approximate dynamic programming methods,10010147_4,train
Machine learning algorithms,Ensemble methods,10010147_4,train
Ensemble methods,Boosting,10010147_4,train
Ensemble methods,Bagging,10010147_4,train
Machine learning algorithms,Spectral methods,10010147_4,train
Machine learning algorithms,Feature selection,10010147_4,train
Machine learning algorithms,Regularization,10010147_4,train
Machine learning,Cross-validation,10010147_4,train
Modeling and simulation,Model development and analysis,10010147_5,test
Model development and analysis,Modeling methodologies,10010147_5,test
Model development and analysis,Model verification and validation,10010147_5,test
Model development and analysis,Uncertainty quantification,10010147_5,test
Modeling and simulation,Simulation theory,10010147_5,test
Simulation theory,Systems theory,10010147_5,test
Simulation theory,Network science,10010147_5,test
Modeling and simulation,Simulation types and techniques,10010147_5,test
Simulation types and techniques,Quantum mechanic simulation,10010147_5,test
Simulation types and techniques,Molecular simulation,10010147_5,test
Simulation types and techniques,Rare-event simulation,10010147_5,test
Simulation types and techniques,Discrete-event simulation,10010147_5,test
Simulation types and techniques,Agent / discrete models,10010147_5,test
Simulation types and techniques,Distributed simulation,10010147_5,test
Simulation types and techniques,Continuous simulation,10010147_5,test
Simulation types and techniques,Continuous models,10010147_5,test
Simulation types and techniques,Real-time simulation,10010147_5,test
Simulation types and techniques,Interactive simulation,10010147_5,test
Simulation types and techniques,Multiscale systems,10010147_5,test
Simulation types and techniques,Massively parallel and high-performance simulations,10010147_5,test
Simulation types and techniques,Data assimilation,10010147_5,test
Simulation types and techniques,Scientific visualization,10010147_5,test
Simulation types and techniques,Visual analytics,10010147_5,test
Simulation types and techniques,Simulation by animation,10010147_5,test
Simulation types and techniques,Artificial life,10010147_5,test
Modeling and simulation,Simulation support systems,10010147_5,test
Simulation support systems,Simulation environments,10010147_5,test
Simulation support systems,Simulation languages,10010147_5,test
Simulation support systems,Simulation tools,10010147_5,test
Modeling and simulation,Simulation evaluation,10010147_5,test
Computer graphics,Animation,10010147_6,train
Animation,Motion capture,10010147_6,train
Animation,Procedural animation,10010147_6,train
Animation,Physical simulation,10010147_6,train
Animation,Motion processing,10010147_6,train
Animation,Collision detection,10010147_6,train
Computer graphics,Rendering,10010147_6,train
Rendering,Rasterization,10010147_6,train
Rendering,Ray tracing,10010147_6,train
Rendering,Non-photorealistic rendering,10010147_6,train
Rendering,Reflectance modeling,10010147_6,train
Rendering,Visibility,10010147_6,train
Computer graphics,Image manipulation,10010147_6,train
Image manipulation,Computational photography,10010147_6,train
Image manipulation,Image processing,10010147_6,train
Image manipulation,Texturing,10010147_6,train
Image manipulation,Image-based rendering,10010147_6,train
Image manipulation,Antialiasing,10010147_6,train
Computer graphics,Graphics systems and interfaces,10010147_6,train
Graphics systems and interfaces,Graphics processors,10010147_6,train
Graphics systems and interfaces,Graphics input devices,10010147_6,train
Graphics systems and interfaces,Mixed / augmented reality,10010147_6,train
Graphics systems and interfaces,Perception,10010147_6,train
Graphics systems and interfaces,Graphics file formats,10010147_6,train
Graphics systems and interfaces,Virtual reality,10010147_6,train
Computer graphics,Image compression,10010147_6,train
Computer graphics,Shape modeling,10010147_6,train
Shape modeling,Mesh models,10010147_6,train
Shape modeling,Mesh geometry models,10010147_6,train
Shape modeling,Parametric curve and surface models,10010147_6,train
Shape modeling,Point-based models,10010147_6,train
Shape modeling,Volumetric models,10010147_6,train
Shape modeling,Shape analysis,10010147_6,train
Distributed computing methodologies,Distributed algorithms,10010147_7,train
Distributed algorithms,MapReduce algorithms,10010147_7,train
Distributed algorithms,Self-organization,10010147_7,train
Distributed computing methodologies,Distributed programming languages,10010147_7,train
Concurrent computing methodologies,Concurrent programming languages,10010147_8,train
Concurrent computing methodologies,Concurrent algorithms,10010147_8,train
Enterprise computing,Enterprise information systems,10010405_2,val
Enterprise computing,Business process management,10010405_2,val
Business process management,Business process modeling,10010405_2,val
Business process management,Business process management systems,10010405_2,val
Business process management,Business process monitoring,10010405_2,val
Business process management,Cross-organizational business processes,10010405_2,val
Business process management,Business intelligence,10010405_2,val
Enterprise computing,Enterprise architectures,10010405_2,val
Enterprise architectures,Enterprise architecture management,10010405_2,val
Enterprise architectures,Enterprise architecture frameworks,10010405_2,val
Enterprise architectures,Enterprise architecture modeling,10010405_2,val
Enterprise computing,Service-oriented architectures,10010405_2,val
Enterprise computing,Event-driven architectures,10010405_2,val
Enterprise computing,Business rules,10010405_2,val
Enterprise computing,Enterprise modeling,10010405_2,val
Enterprise computing,"Enterprise ontologies, taxonomies and vocabularies",10010405_2,val
Enterprise computing,Enterprise data management,10010405_2,val
Enterprise computing,Reference models,10010405_2,val
Enterprise computing,Business-IT alignment,10010405_2,val
Enterprise computing,IT architectures,10010405_2,val
Enterprise computing,IT governance,10010405_2,val
Enterprise computing,Enterprise computing infrastructures,10010405_2,val
Enterprise computing,Enterprise interoperability,10010405_2,val
Enterprise interoperability,Enterprise application integration,10010405_2,val
Enterprise interoperability,Information integration and interoperability,10010405_2,val
Physical sciences and engineering,Aerospace,10010405_3,train
Aerospace,Avionics,10010405_3,train
Physical sciences and engineering,Archaeology,10010405_3,train
Physical sciences and engineering,Astronomy,10010405_3,train
Physical sciences and engineering,Chemistry,10010405_3,train
Physical sciences and engineering,Earth and atmospheric sciences,10010405_3,train
Earth and atmospheric sciences,Environmental sciences,10010405_3,train
Physical sciences and engineering,Engineering,10010405_3,train
Engineering,Computer-aided design,10010405_3,train
Physical sciences and engineering,Physics,10010405_3,train
Physical sciences and engineering,Mathematics and statistics,10010405_3,train
Physical sciences and engineering,Electronics,10010405_3,train
Physical sciences and engineering,Telecommunications,10010405_3,train
Telecommunications,Internet telephony,10010405_3,train
Life and medical sciences,Computational biology,10010405_4,test
Computational biology,Molecular sequence analysis,10010405_4,test
Computational biology,Recognition of genes and regulatory elements,10010405_4,test
Computational biology,Molecular evolution,10010405_4,test
Computational biology,Computational transcriptomics,10010405_4,test
Computational biology,Biological networks,10010405_4,test
Computational biology,Sequencing and genotyping technologies,10010405_4,test
Computational biology,Imaging,10010405_4,test
Computational biology,Computational proteomics,10010405_4,test
Computational biology,Molecular structural biology,10010405_4,test
Computational biology,Computational genomics,10010405_4,test
Life and medical sciences,Genomics,10010405_4,test
Life and medical sciences,Systems biology,10010405_4,test
Life and medical sciences,Consumer health,10010405_4,test
Life and medical sciences,Health care information systems,10010405_4,test
Life and medical sciences,Health informatics,10010405_4,test
Life and medical sciences,Bioinformatics,10010405_4,test
Life and medical sciences,Metabolomics / metabonomics,10010405_4,test
Life and medical sciences,Genetics,10010405_4,test
Genetics,Population genetics,10010405_4,test
Genetics,Proteomics,10010405_4,test
Genetics,Transcriptomics,10010405_4,test
"Law, social and behavioral sciences",Anthropology,10010405_5,train
Anthropology,Ethnography,10010405_5,train
"Law, social and behavioral sciences",Law,10010405_5,train
"Law, social and behavioral sciences",Psychology,10010405_5,train
"Law, social and behavioral sciences",Economics,10010405_5,train
"Law, social and behavioral sciences",Sociology,10010405_5,train
Computer forensics,Surveillance mechanisms,10010405_6,train
Computer forensics,Investigation techniques,10010405_6,train
Computer forensics,"Evidence collection, storage and analysis",10010405_6,train
Computer forensics,Network forensics,10010405_6,train
Computer forensics,System forensics,10010405_6,train
Computer forensics,Data recovery,10010405_6,train
Arts and humanities,Fine arts,10010405_7,train
Arts and humanities,Performing arts,10010405_7,train
Arts and humanities,Architecture (buildings),10010405_7,train
Architecture (buildings),Computer-aided design,10010405_7,train
Arts and humanities,Language translation,10010405_7,train
Arts and humanities,Media arts,10010405_7,train
Arts and humanities,Sound and music computing,10010405_7,train
Computers in other domains,Digital libraries and archives,10010405_8,train
Computers in other domains,Publishing,10010405_8,train
Computers in other domains,Military,10010405_8,train
Military,Cyberwarfare,10010405_8,train
Computers in other domains,Cartography,10010405_8,train
Computers in other domains,Agriculture,10010405_8,train
Computers in other domains,Computing in government,10010405_8,train
Computing in government,Voting / election technologies,10010405_8,train
Computing in government,E-government,10010405_8,train
Computers in other domains,Personal computers and PC applications,10010405_8,train
Personal computers and PC applications,Word processors,10010405_8,train
Personal computers and PC applications,Spreadsheets,10010405_8,train
Personal computers and PC applications,Computer games,10010405_8,train
Personal computers and PC applications,Microcomputers,10010405_8,train
Operations research,Consumer products,10010405_9,train
Operations research,Industry and manufacturing,10010405_9,train
Industry and manufacturing,Supply chain management,10010405_9,train
Industry and manufacturing,Command and control,10010405_9,train
Operations research,Computer-aided manufacturing,10010405_9,train
Operations research,Decision analysis,10010405_9,train
Decision analysis,Multi-criterion optimization and decision-making,10010405_9,train
Operations research,Transportation,10010405_9,train
Operations research,Forecasting,10010405_9,train
Operations research,Marketing,10010405_9,train
Education,Digital libraries and archives,10010405_10,train
Education,Computer-assisted instruction,10010405_10,train
Education,Interactive learning environments,10010405_10,train
Education,Collaborative learning,10010405_10,train
Education,Learning management systems,10010405_10,train
Education,Distance learning,10010405_10,train
Education,E-learning,10010405_10,train
Education,Computer-managed instruction,10010405_10,train
Document management and text processing,Document searching,10010405_11,train
Document management and text processing,Document management,10010405_11,train
Document management,Text editing,10010405_11,train
Document management,Version control,10010405_11,train
Document management,Document metadata,10010405_11,train
Document management and text processing,Document capture,10010405_11,train
Document capture,Document analysis,10010405_11,train
Document capture,Document scanning,10010405_11,train
Document capture,Graphics recognition and interpretation,10010405_11,train
Document capture,Optical character recognition,10010405_11,train
Document capture,Online handwriting recognition,10010405_11,train
Document management and text processing,Document preparation,10010405_11,train
Document preparation,Markup languages,10010405_11,train
Document preparation,Annotation,10010405_11,train
Document preparation,Format and notation,10010405_11,train
Document preparation,Multi / mixed media creation,10010405_11,train
Document preparation,Image composition,10010405_11,train
Document preparation,Hypertext / hypermedia creation,10010405_11,train
Document preparation,Document scripting languages,10010405_11,train
Printed circuit boards,Electromagnetic interference and compatibility,10010583_1,train
Printed circuit boards,PCB design and layout,10010583_1,train
"Communication hardware, interfaces and storage",Signal processing systems,10010583_2,test
Signal processing systems,Digital signal processing,10010583_2,test
Signal processing systems,Beamforming,10010583_2,test
Signal processing systems,Noise reduction,10010583_2,test
"Communication hardware, interfaces and storage",Sensors and actuators,10010583_2,test
"Communication hardware, interfaces and storage",Buses and high-speed links,10010583_2,test
"Communication hardware, interfaces and storage",Displays and imagers,10010583_2,test
"Communication hardware, interfaces and storage",External storage,10010583_2,test
"Communication hardware, interfaces and storage",Networking hardware,10010583_2,test
"Communication hardware, interfaces and storage",Printers,10010583_2,test
"Communication hardware, interfaces and storage",Sensor applications and deployments,10010583_2,test
"Communication hardware, interfaces and storage",Sensor devices and platforms,10010583_2,test
"Communication hardware, interfaces and storage",Sound-based input / output,10010583_2,test
"Communication hardware, interfaces and storage",Tactile and hand-based interfaces,10010583_2,test
Tactile and hand-based interfaces,Touch screens,10010583_2,test
Tactile and hand-based interfaces,Haptic devices,10010583_2,test
"Communication hardware, interfaces and storage",Scanners,10010583_2,test
"Communication hardware, interfaces and storage",Wireless devices,10010583_2,test
"Communication hardware, interfaces and storage",Wireless integrated network sensors,10010583_2,test
"Communication hardware, interfaces and storage",Electro-mechanical devices,10010583_2,test
Integrated circuits,3D integrated circuits,10010583_3,train
Integrated circuits,Interconnect,10010583_3,train
Interconnect,Input / output circuits,10010583_3,train
Interconnect,Metallic interconnect,10010583_3,train
Interconnect,Photonic and optical interconnect,10010583_3,train
Interconnect,Radio frequency and wireless interconnect,10010583_3,train
Integrated circuits,Semiconductor memory,10010583_3,train
Semiconductor memory,Dynamic memory,10010583_3,train
Semiconductor memory,Static memory,10010583_3,train
Semiconductor memory,Non-volatile memory,10010583_3,train
Semiconductor memory,Read-only memory,10010583_3,train
Integrated circuits,Digital switches,10010583_3,train
Digital switches,Transistors,10010583_3,train
Digital switches,Logic families,10010583_3,train
Integrated circuits,Logic circuits,10010583_3,train
Logic circuits,Arithmetic and datapath circuits,10010583_3,train
Logic circuits,Asynchronous circuits,10010583_3,train
Logic circuits,Combinational circuits,10010583_3,train
Logic circuits,Design modules and hierarchy,10010583_3,train
Logic circuits,Finite state machines,10010583_3,train
Logic circuits,Sequential circuits,10010583_3,train
Integrated circuits,Reconfigurable logic and FPGAs,10010583_3,train
Reconfigurable logic and FPGAs,Hardware accelerators,10010583_3,train
Reconfigurable logic and FPGAs,High-speed input / output,10010583_3,train
Reconfigurable logic and FPGAs,Programmable logic elements,10010583_3,train
Reconfigurable logic and FPGAs,Programmable interconnect,10010583_3,train
Reconfigurable logic and FPGAs,Reconfigurable logic applications,10010583_3,train
Reconfigurable logic and FPGAs,Evolvable hardware,10010583_3,train
Very large scale integration design,3D integrated circuits,10010583_4,train
Very large scale integration design,Analog and mixed-signal circuits,10010583_4,train
Analog and mixed-signal circuits,Data conversion,10010583_4,train
Analog and mixed-signal circuits,Clock generation and timing,10010583_4,train
Analog and mixed-signal circuits,Analog and mixed-signal circuit optimization,10010583_4,train
Analog and mixed-signal circuits,Radio frequency and wireless circuits,10010583_4,train
Analog and mixed-signal circuits,Wireline communication,10010583_4,train
Analog and mixed-signal circuits,Analog and mixed-signal circuit synthesis,10010583_4,train
Very large scale integration design,Application-specific VLSI designs,10010583_4,train
Application-specific VLSI designs,Application specific integrated circuits,10010583_4,train
Application-specific VLSI designs,Application specific instruction set processors,10010583_4,train
Application-specific VLSI designs,Application specific processors,10010583_4,train
Very large scale integration design,Design reuse and communication-based design,10010583_4,train
Design reuse and communication-based design,Network on chip,10010583_4,train
Design reuse and communication-based design,System on a chip,10010583_4,train
Design reuse and communication-based design,Platform-based design,10010583_4,train
Design reuse and communication-based design,Hard and soft IP,10010583_4,train
Very large scale integration design,Design rules,10010583_4,train
Very large scale integration design,Economics of chip design and manufacturing,10010583_4,train
Very large scale integration design,Full-custom circuits,10010583_4,train
Very large scale integration design,VLSI design manufacturing considerations,10010583_4,train
Very large scale integration design,On-chip resource management,10010583_4,train
Very large scale integration design,On-chip sensors,10010583_4,train
Very large scale integration design,Standard cell libraries,10010583_4,train
Very large scale integration design,VLSI packaging,10010583_4,train
VLSI packaging,Die and wafer stacking,10010583_4,train
VLSI packaging,Input / output styles,10010583_4,train
VLSI packaging,Multi-chip modules,10010583_4,train
VLSI packaging,Package-level interconnect,10010583_4,train
Very large scale integration design,VLSI system specification and constraints,10010583_4,train
Power and energy,Thermal issues,10010583_5,train
Thermal issues,Temperature monitoring,10010583_5,train
Thermal issues,Temperature simulation and estimation,10010583_5,train
Thermal issues,Temperature control,10010583_5,train
Thermal issues,Temperature optimization,10010583_5,train
Power and energy,Energy generation and storage,10010583_5,train
Energy generation and storage,Batteries,10010583_5,train
Energy generation and storage,Fuel-based energy,10010583_5,train
Energy generation and storage,Renewable energy,10010583_5,train
Energy generation and storage,Reusable energy storage,10010583_5,train
Power and energy,Energy distribution,10010583_5,train
Energy distribution,Energy metering,10010583_5,train
Energy distribution,Power conversion,10010583_5,train
Energy distribution,Power networks,10010583_5,train
Energy distribution,Smart grid,10010583_5,train
Power and energy,Impact on the environment,10010583_5,train
Power and energy,Power estimation and optimization,10010583_5,train
Power estimation and optimization,Switching devices power issues,10010583_5,train
Power estimation and optimization,Interconnect power issues,10010583_5,train
Power estimation and optimization,Circuits power issues,10010583_5,train
Power estimation and optimization,Chip-level power issues,10010583_5,train
Power estimation and optimization,Platform power issues,10010583_5,train
Power estimation and optimization,Enterprise level and data centers power issues,10010583_5,train
Electronic design automation,High-level and register-transfer level synthesis,10010583_6,val
High-level and register-transfer level synthesis,Datapath optimization,10010583_6,val
High-level and register-transfer level synthesis,Hardware-software codesign,10010583_6,val
High-level and register-transfer level synthesis,Resource binding and sharing,10010583_6,val
High-level and register-transfer level synthesis,Operations scheduling,10010583_6,val
Electronic design automation,Hardware description languages and compilation,10010583_6,val
Electronic design automation,Logic synthesis,10010583_6,val
Logic synthesis,Combinational synthesis,10010583_6,val
Logic synthesis,Circuit optimization,10010583_6,val
Logic synthesis,Sequential synthesis,10010583_6,val
Logic synthesis,Technology-mapping,10010583_6,val
Logic synthesis,Transistor-level synthesis,10010583_6,val
Electronic design automation,Modeling and parameter extraction,10010583_6,val
Electronic design automation,Physical design (EDA),10010583_6,val
Physical design (EDA),Clock-network synthesis,10010583_6,val
Physical design (EDA),Packaging,10010583_6,val
Physical design (EDA),Partitioning and floorplanning,10010583_6,val
Physical design (EDA),Placement,10010583_6,val
Physical design (EDA),Physical synthesis,10010583_6,val
Physical design (EDA),Power grid design,10010583_6,val
Physical design (EDA),Wire routing,10010583_6,val
Electronic design automation,Timing analysis,10010583_6,val
Timing analysis,Electrical-level simulation,10010583_6,val
Timing analysis,Model-order reduction,10010583_6,val
Timing analysis,Compact delay models,10010583_6,val
Timing analysis,Static timing analysis,10010583_6,val
Timing analysis,Statistical timing analysis,10010583_6,val
Timing analysis,Transition-based timing analysis,10010583_6,val
Electronic design automation,Methodologies for EDA,10010583_6,val
Methodologies for EDA,Best practices for EDA,10010583_6,val
Methodologies for EDA,Design databases for EDA,10010583_6,val
Methodologies for EDA,Software tools for EDA,10010583_6,val
Hardware validation,Functional verification,10010583_7,test
Functional verification,Model checking,10010583_7,test
Functional verification,Coverage metrics,10010583_7,test
Functional verification,Equivalence checking,10010583_7,test
Functional verification,Semi-formal verification,10010583_7,test
Functional verification,Simulation and emulation,10010583_7,test
Functional verification,Transaction-level verification,10010583_7,test
Functional verification,Theorem proving and SAT solving,10010583_7,test
Functional verification,Assertion checking,10010583_7,test
Hardware validation,Physical verification,10010583_7,test
Physical verification,Design rule checking,10010583_7,test
Physical verification,Layout-versus-schematics,10010583_7,test
Physical verification,Power and thermal analysis,10010583_7,test
Physical verification,Timing analysis and sign-off,10010583_7,test
Hardware validation,Post-manufacture validation and debug,10010583_7,test
Post-manufacture validation and debug,"Bug detection, localization and diagnosis",10010583_7,test
Post-manufacture validation and debug,Bug fixing (hardware),10010583_7,test
Post-manufacture validation and debug,Design for debug,10010583_7,test
Hardware test,"Analog, mixed-signal and radio frequency test",10010583_8,test
Hardware test,Board- and system-level test,10010583_8,test
Hardware test,Defect-based test,10010583_8,test
Hardware test,Design for testability,10010583_8,test
Design for testability,Built-in self-test,10010583_8,test
Design for testability,Online test and diagnostics,10010583_8,test
Design for testability,Test data compression,10010583_8,test
Hardware test,Fault models and test metrics,10010583_8,test
Hardware test,Memory test and repair,10010583_8,test
Hardware test,Hardware reliability screening,10010583_8,test
Hardware test,Test-pattern generation and fault simulation,10010583_8,test
Hardware test,Testing with distributed and parallel systems,10010583_8,test
Robustness,Fault tolerance,10010583_9,train
Fault tolerance,Error detection and error correction,10010583_9,train
Fault tolerance,Failure prediction,10010583_9,train
Fault tolerance,"Failure recovery, maintenance and self-repair",10010583_9,train
Fault tolerance,Redundancy,10010583_9,train
Fault tolerance,Self-checking mechanisms,10010583_9,train
Fault tolerance,System-level fault tolerance,10010583_9,train
Robustness,Design for manufacturability,10010583_9,train
Design for manufacturability,Process variations,10010583_9,train
Design for manufacturability,Yield and cost modeling,10010583_9,train
Design for manufacturability,Yield and cost optimization,10010583_9,train
Robustness,Hardware reliability,10010583_9,train
Hardware reliability,Aging of circuits and systems,10010583_9,train
Hardware reliability,Circuit hardening,10010583_9,train
Hardware reliability,Early-life failures and infant mortality,10010583_9,train
Hardware reliability,"Process, voltage and temperature variations",10010583_9,train
Hardware reliability,Signal integrity and noise analysis,10010583_9,train
Hardware reliability,Transient errors and upsets,10010583_9,train
Robustness,Safety critical systems,10010583_9,train
Emerging technologies,Analysis and design of emerging devices and systems,10010583_10,test
Analysis and design of emerging devices and systems,Emerging architectures,10010583_10,test
Analysis and design of emerging devices and systems,Emerging languages and compilers,10010583_10,test
Analysis and design of emerging devices and systems,Emerging simulation,10010583_10,test
Analysis and design of emerging devices and systems,Emerging tools and methodologies,10010583_10,test
Emerging technologies,Biology-related information processing,10010583_10,test
Biology-related information processing,Bio-embedded electronics,10010583_10,test
Biology-related information processing,Neural systems,10010583_10,test
Emerging technologies,Circuit substrates,10010583_10,test
Circuit substrates,III-V compounds,10010583_10,test
Circuit substrates,Carbon based electronics,10010583_10,test
Circuit substrates,Cellular neural networks,10010583_10,test
Circuit substrates,Flexible and printable circuits,10010583_10,test
Circuit substrates,Superconducting circuits,10010583_10,test
Emerging technologies,Electromechanical systems,10010583_10,test
Electromechanical systems,Microelectromechanical systems,10010583_10,test
Electromechanical systems,Nanoelectromechanical systems,10010583_10,test
Emerging technologies,Emerging interfaces,10010583_10,test
Emerging technologies,Memory and dense storage,10010583_10,test
Emerging technologies,Emerging optical and photonic technologies,10010583_10,test
Emerging technologies,Reversible logic,10010583_10,test
Emerging technologies,Plasmonics,10010583_10,test
Emerging technologies,Quantum technologies,10010583_10,test
Quantum technologies,Single electron devices,10010583_10,test
Quantum technologies,Tunneling devices,10010583_10,test
Quantum technologies,Quantum computation,10010583_10,test
Quantum computation,Quantum communication and cryptography,10010583_10,test
Quantum computation,Quantum error correction and fault tolerance,10010583_10,test
Quantum technologies,Quantum dots and cellular automata,10010583_10,test
Emerging technologies,Spintronics and magnetic technologies,10010583_10,test
Software organization and properties,Contextual software domains,10011007_1,val
Contextual software domains,E-commerce infrastructure,10011007_1,val
Contextual software domains,Software infrastructure,10011007_1,val
Software infrastructure,Interpreters,10011007_1,val
Software infrastructure,Middleware,10011007_1,val
Middleware,Message oriented middleware,10011007_1,val
Middleware,Reflective middleware,10011007_1,val
Middleware,Embedded middleware,10011007_1,val
Software infrastructure,Virtual machines,10011007_1,val
Contextual software domains,Operating systems,10011007_1,val
Operating systems,File systems management,10011007_1,val
Operating systems,Memory management,10011007_1,val
Memory management,Virtual memory,10011007_1,val
Memory management,Main memory,10011007_1,val
Memory management,Allocation / deallocation strategies,10011007_1,val
Memory management,Garbage collection,10011007_1,val
Memory management,Distributed memory,10011007_1,val
Memory management,Secondary storage,10011007_1,val
Operating systems,Process management,10011007_1,val
Process management,Scheduling,10011007_1,val
Process management,Deadlocks,10011007_1,val
Process management,Multithreading,10011007_1,val
Process management,Multiprocessing / multiprogramming / multitasking,10011007_1,val
Process management,Monitors,10011007_1,val
Process management,Mutual exclusion,10011007_1,val
Process management,Concurrency control,10011007_1,val
Process management,Power management,10011007_1,val
Process management,Process synchronization,10011007_1,val
Operating systems,Communications management,10011007_1,val
Communications management,Buffering,10011007_1,val
Communications management,Input / output,10011007_1,val
Communications management,Message passing,10011007_1,val
Contextual software domains,Virtual worlds software,10011007_1,val
Virtual worlds software,Interactive games,10011007_1,val
Virtual worlds software,Virtual worlds training simulations,10011007_1,val
Software organization and properties,Software system structures,10011007_1,val
Software system structures,Embedded software,10011007_1,val
Software system structures,Software architectures,10011007_1,val
Software architectures,n-tier architectures,10011007_1,val
Software architectures,Peer-to-peer architectures,10011007_1,val
Software architectures,Data flow architectures,10011007_1,val
Software architectures,Cooperating communicating processes,10011007_1,val
Software architectures,Layered systems,10011007_1,val
Software architectures,Publish-subscribe / event-based architectures,10011007_1,val
Software architectures,Electronic blackboards,10011007_1,val
Software architectures,Simulator / interpreter,10011007_1,val
Software architectures,Object oriented architectures,10011007_1,val
Software architectures,Tightly coupled architectures,10011007_1,val
Software architectures,Space-based architectures,10011007_1,val
Software architectures,3-tier architectures,10011007_1,val
Software system structures,Software system models,10011007_1,val
Software system models,Petri nets,10011007_1,val
Software system models,State systems,10011007_1,val
Software system models,Entity relationship modeling,10011007_1,val
Software system models,Model-driven software engineering,10011007_1,val
Software system models,Feature interaction,10011007_1,val
Software system models,Massively parallel systems,10011007_1,val
Software system structures,Ultra-large-scale systems,10011007_1,val
Software system structures,Distributed systems organizing principles,10011007_1,val
Distributed systems organizing principles,Cloud computing,10011007_1,val
Distributed systems organizing principles,Client-server architectures,10011007_1,val
Distributed systems organizing principles,Grid computing,10011007_1,val
Distributed systems organizing principles,Organizing principles for web applications,10011007_1,val
Software system structures,Real-time systems software,10011007_1,val
Software system structures,"Abstraction, modeling and modularity",10011007_1,val
Software organization and properties,Software functional properties,10011007_1,val
Software functional properties,Correctness,10011007_1,val
Correctness,Synchronization,10011007_1,val
Correctness,Functionality,10011007_1,val
Correctness,Real-time schedulability,10011007_1,val
Correctness,Consistency,10011007_1,val
Correctness,Completeness,10011007_1,val
Correctness,Access protection,10011007_1,val
Software functional properties,Formal methods,10011007_1,val
Formal methods,Model checking,10011007_1,val
Formal methods,Software verification,10011007_1,val
Formal methods,Automated static analysis,10011007_1,val
Formal methods,Dynamic analysis,10011007_1,val
Software organization and properties,Extra-functional properties,10011007_1,val
Extra-functional properties,Interoperability,10011007_1,val
Extra-functional properties,Software performance,10011007_1,val
Extra-functional properties,Software reliability,10011007_1,val
Extra-functional properties,Software fault tolerance,10011007_1,val
Software fault tolerance,Checkpoint / restart,10011007_1,val
Extra-functional properties,Software safety,10011007_1,val
Extra-functional properties,Software usability,10011007_1,val
Software notations and tools,General programming languages,10011007_2,train
General programming languages,Language types,10011007_2,train
Language types,Parallel programming languages,10011007_2,train
Language types,Distributed programming languages,10011007_2,train
Language types,Imperative languages,10011007_2,train
Language types,Object oriented languages,10011007_2,train
Language types,Functional languages,10011007_2,train
Language types,Concurrent programming languages,10011007_2,train
Language types,Constraint and logic languages,10011007_2,train
Language types,Data flow languages,10011007_2,train
Language types,Extensible languages,10011007_2,train
Language types,Assembly languages,10011007_2,train
Language types,Multiparadigm languages,10011007_2,train
Language types,Very high level languages,10011007_2,train
General programming languages,Language features,10011007_2,train
Language features,Abstract data types,10011007_2,train
Language features,Polymorphism,10011007_2,train
Language features,Inheritance,10011007_2,train
Language features,Control structures,10011007_2,train
Language features,Data types and structures,10011007_2,train
Language features,Classes and objects,10011007_2,train
Language features,Modules / packages,10011007_2,train
Language features,Constraints,10011007_2,train
Language features,Recursion,10011007_2,train
Language features,Concurrent programming structures,10011007_2,train
Language features,"Procedures, functions and subroutines",10011007_2,train
Language features,Patterns,10011007_2,train
Language features,Coroutines,10011007_2,train
Language features,Frameworks,10011007_2,train
Software notations and tools,Formal language definitions,10011007_2,train
Formal language definitions,Syntax,10011007_2,train
Formal language definitions,Semantics,10011007_2,train
Software notations and tools,Compilers,10011007_2,train
Compilers,Interpreters,10011007_2,train
Compilers,Incremental compilers,10011007_2,train
Compilers,Retargetable compilers,10011007_2,train
Compilers,Just-in-time compilers,10011007_2,train
Compilers,Dynamic compilers,10011007_2,train
Compilers,Translator writing systems and compiler generators,10011007_2,train
