,parent_x,child_x,group_x,compare,parent_y,child_y,group_y
1855,luminescence,bioluminescence,697,luminescencebioluminescence697,luminescence,bioluminescence,697.0
1856,glow,sky_glow,697,glowsky_glow697,glow,sky_glow,697.0
1857,heat_ray,infrared_ray,697,heat_rayinfrared_ray697,,,
1858,hang,inverted_hang,698,hanginverted_hang698,hang,inverted_hang,698.0
1859,hang,reverse_hang,698,hangreverse_hang698,hang,reverse_hang,698.0
1860,hang,lever_hang,698,hanglever_hang698,hang,lever_hang,698.0
1861,hang,straight_hang,698,hangstraight_hang698,hang,straight_hang,698.0
1862,hang,piked_reverse_hang,698,hangpiked_reverse_hang698,hang,piked_reverse_hang,698.0
1863,hang,bent_hang,698,hangbent_hang698,hang,bent_hang,698.0
1864,gymnastic_exercise,inverted_hang,698,gymnastic_exerciseinverted_hang698,gymnastic_exercise,inverted_hang,698.0
1865,gymnastic_exercise,handstand,698,gymnastic_exercisehandstand698,gymnastic_exercise,handstand,698.0
1866,gymnastic_exercise,reverse_hang,698,gymnastic_exercisereverse_hang698,gymnastic_exercise,reverse_hang,698.0
1867,gymnastic_exercise,hang,698,gymnastic_exercisehang698,gymnastic_exercise,hang,698.0
1868,gymnastic_exercise,scissors,698,gymnastic_exercisescissors698,gymnastic_exercise,scissors,698.0
1869,gymnastic_exercise,lever_hang,698,gymnastic_exerciselever_hang698,gymnastic_exercise,lever_hang,698.0
1870,gymnastic_exercise,straight_hang,698,gymnastic_exercisestraight_hang698,gymnastic_exercise,straight_hang,698.0
1871,gymnastic_exercise,dip,698,gymnastic_exercisedip698,gymnastic_exercise,dip,698.0
1872,gymnastic_exercise,straddle,698,gymnastic_exercisestraddle698,gymnastic_exercise,straddle,698.0
1873,gymnastic_exercise,kip,698,gymnastic_exercisekip698,gymnastic_exercise,kip,698.0
1874,gymnastic_exercise,grand_circle,698,gymnastic_exercisegrand_circle698,gymnastic_exercise,grand_circle,698.0
1875,gymnastic_exercise,long_fly,698,gymnastic_exerciselong_fly698,gymnastic_exercise,long_fly,698.0
1876,gymnastic_exercise,piked_reverse_hang,698,gymnastic_exercisepiked_reverse_hang698,gymnastic_exercise,piked_reverse_hang,698.0
1877,gymnastic_exercise,double_leg_circle,698,gymnastic_exercisedouble_leg_circle698,gymnastic_exercise,double_leg_circle,698.0
1878,gymnastic_exercise,bent_hang,698,gymnastic_exercisebent_hang698,gymnastic_exercise,bent_hang,698.0
1879,gymnastic_exercise,crucifix,698,gymnastic_exercisecrucifix698,gymnastic_exercise,crucifix,698.0
1880,reverse_hang,piked_reverse_hang,698,reverse_hangpiked_reverse_hang698,,,
1881,mathematical_statement,formula,699,mathematical_statementformula699,mathematical_statement,formula,699.0
1882,mathematical_statement,exponential_equation,699,mathematical_statementexponential_equation699,mathematical_statement,exponential_equation,699.0
1883,mathematical_statement,simultaneous_equations,699,mathematical_statementsimultaneous_equations699,mathematical_statement,simultaneous_equations,699.0
1884,mathematical_statement,wave_equation,699,mathematical_statementwave_equation699,mathematical_statement,wave_equation,699.0
1885,mathematical_statement,equation,699,mathematical_statementequation699,mathematical_statement,equation,699.0
1886,mathematical_statement,linear_equation,699,mathematical_statementlinear_equation699,mathematical_statement,linear_equation,699.0
1887,mathematical_statement,quadratic_equation,699,mathematical_statementquadratic_equation699,mathematical_statement,quadratic_equation,699.0
1888,mathematical_statement,Schrodinger_equation,699,mathematical_statementSchrodinger_equation699,mathematical_statement,Schrodinger_equation,699.0
1889,mathematical_statement,primitive,699,mathematical_statementprimitive699,mathematical_statement,primitive,699.0
1890,mathematical_statement,biquadratic_equation,699,mathematical_statementbiquadratic_equation699,mathematical_statement,biquadratic_equation,699.0
1891,mathematical_statement,regression_equation,699,mathematical_statementregression_equation699,mathematical_statement,regression_equation,699.0
1892,mathematical_statement,Maxwell's_equations,699,mathematical_statementMaxwell's_equations699,mathematical_statement,Maxwell's_equations,699.0
1893,mathematical_statement,exponential_expression,699,mathematical_statementexponential_expression699,mathematical_statement,exponential_expression,699.0
1894,mathematical_statement,partial_differential_equation,699,mathematical_statementpartial_differential_equation699,mathematical_statement,partial_differential_equation,699.0
1895,mathematical_statement,sentential_function,699,mathematical_statementsentential_function699,mathematical_statement,sentential_function,699.0
1896,mathematical_statement,differential_equation,699,mathematical_statementdifferential_equation699,mathematical_statement,differential_equation,699.0
1897,formula,primitive,699,formulaprimitive699,,,
1898,formula,exponential_expression,699,formulaexponential_expression699,,,
1899,formula,sentential_function,699,formulasentential_function699,,,
1900,equation,exponential_equation,699,equationexponential_equation699,,,
1901,equation,simultaneous_equations,699,equationsimultaneous_equations699,,,
1902,equation,wave_equation,699,equationwave_equation699,,,
1903,equation,linear_equation,699,equationlinear_equation699,,,
1904,equation,quadratic_equation,699,equationquadratic_equation699,,,
1905,equation,Schrodinger_equation,699,equationSchrodinger_equation699,,,
1906,equation,biquadratic_equation,699,equationbiquadratic_equation699,,,
1907,equation,regression_equation,699,equationregression_equation699,,,
1908,equation,Maxwell's_equations,699,equationMaxwell's_equations699,,,
1909,equation,partial_differential_equation,699,equationpartial_differential_equation699,,,
1910,equation,differential_equation,699,equationdifferential_equation699,,,
1911,differential_equation,wave_equation,699,differential_equationwave_equation699,differential_equation,wave_equation,699.0
1912,differential_equation,Schrodinger_equation,699,differential_equationSchrodinger_equation699,,,
1913,differential_equation,Maxwell's_equations,699,differential_equationMaxwell's_equations699,,,
1914,differential_equation,partial_differential_equation,699,differential_equationpartial_differential_equation699,differential_equation,partial_differential_equation,699.0
1915,deterioration,wear,700,deteriorationwear700,,,
1916,deterioration,decrepitude,700,deteriorationdecrepitude700,,,
1917,deterioration,blight,700,deteriorationblight700,,,
1918,deterioration,devastation,700,deteriorationdevastation700,,,
1919,deterioration,ruin,700,deteriorationruin700,,,
1920,deterioration,corrosion,700,deteriorationcorrosion700,deterioration,corrosion,700.0
1921,decay,wear,700,decaywear700,,,
1922,decay,decrepitude,700,decaydecrepitude700,,,
1923,decay,blight,700,decayblight700,,,
1924,decay,putrefaction,700,decayputrefaction700,,,
1925,decay,deterioration,700,decaydeterioration700,,,
1926,decay,devastation,700,decaydevastation700,,,
1927,decay,rancidity,700,decayrancidity700,,,
1928,decay,decomposition,700,decaydecomposition700,decay,decomposition,700.0
1929,decay,ruin,700,decayruin700,,,
1930,decay,fragmentation,700,decayfragmentation700,,,
1931,decay,putrescence,700,decayputrescence700,,,
1932,decay,corrosion,700,decaycorrosion700,,,
1933,devastation,blight,700,devastationblight700,,,
1934,devastation,ruin,700,devastationruin700,,,
1935,putrefaction,putrescence,700,putrefactionputrescence700,putrefaction,putrescence,700.0
1936,decomposition,fragmentation,700,decompositionfragmentation700,,,
1937,grain,barley,701,grainbarley701,grain,barley,701.0
1938,grain,grist,701,graingrist701,grain,grist,701.0
1939,grain,bulgur,701,grainbulgur701,grain,bulgur,701.0
1940,grain,wheat,701,grainwheat701,grain,wheat,701.0
1941,grain,hominy,701,grainhominy701,grain,hominy,701.0
1942,grain,millet,701,grainmillet701,grain,millet,701.0
1943,grain,white_rice,701,grainwhite_rice701,grain,white_rice,701.0
1944,grain,groats,701,graingroats701,grain,groats,701.0
1945,grain,rice,701,grainrice701,grain,rice,701.0
1946,grain,buckwheat,701,grainbuckwheat701,grain,buckwheat,701.0
1947,grain,wort,701,grainwort701,grain,wort,701.0
1948,grain,pearl_hominy,701,grainpearl_hominy701,grain,pearl_hominy,701.0
1949,grain,wild_rice,701,grainwild_rice701,grain,wild_rice,701.0
1950,grain,oat,701,grainoat701,grain,oat,701.0
1951,grain,popcorn,701,grainpopcorn701,grain,popcorn,701.0
1952,grain,sweet_corn,701,grainsweet_corn701,grain,sweet_corn,701.0
1953,grain,brown_rice,701,grainbrown_rice701,grain,brown_rice,701.0
1954,grain,corn,701,graincorn701,grain,corn,701.0
1955,grain,paddy,701,grainpaddy701,grain,paddy,701.0
1956,grain,lye_hominy,701,grainlye_hominy701,grain,lye_hominy,701.0
1957,grain,pearl_barley,701,grainpearl_barley701,grain,pearl_barley,701.0
1958,grain,malt,701,grainmalt701,grain,malt,701.0
1959,grain,cracked_wheat,701,graincracked_wheat701,grain,cracked_wheat,701.0
1960,barley,pearl_barley,701,barleypearl_barley701,barley,pearl_barley,701.0
1961,wheat,bulgur,701,wheatbulgur701,,,
1962,wheat,cracked_wheat,701,wheatcracked_wheat701,,,
1963,corn,hominy,701,cornhominy701,,,
1964,corn,pearl_hominy,701,cornpearl_hominy701,,,
1965,corn,popcorn,701,cornpopcorn701,,,
1966,corn,sweet_corn,701,cornsweet_corn701,corn,sweet_corn,701.0
1967,corn,lye_hominy,701,cornlye_hominy701,,,
1968,hominy,pearl_hominy,701,hominypearl_hominy701,hominy,pearl_hominy,701.0
1969,hominy,lye_hominy,701,hominylye_hominy701,,,
1970,rice,white_rice,701,ricewhite_rice701,rice,white_rice,701.0
1971,rice,brown_rice,701,ricebrown_rice701,rice,brown_rice,701.0
1972,rice,paddy,701,ricepaddy701,,,
1973,malt,wort,701,maltwort701,,,
1974,bomb,bombshell,702,bombbombshell702,bomb,bombshell,702.0
1975,bomb,bombie,702,bombbombie702,bomb,bombie,702.0
1976,bomb,fragmentation_bomb,702,bombfragmentation_bomb702,bomb,fragmentation_bomb,702.0
1977,bomb,penetration_bomb,702,bombpenetration_bomb702,bomb,penetration_bomb,702.0
1978,bomb,clean_bomb,702,bombclean_bomb702,bomb,clean_bomb,702.0
1979,bomb,smart_bomb,702,bombsmart_bomb702,bomb,smart_bomb,702.0
1980,bomb,laser-guided_bomb,702,bomblaser-guided_bomb702,bomb,laser-guided_bomb,702.0
1981,bomb,grenade,702,bombgrenade702,bomb,grenade,702.0
1982,bomb,depth_charge,702,bombdepth_charge702,bomb,depth_charge,702.0
1983,bomb,time_bomb,702,bombtime_bomb702,bomb,time_bomb,702.0
1984,bomb,Big_Blue,702,bombBig_Blue702,bomb,Big_Blue,702.0
1985,bomb,Bunker_Buster,702,bombBunker_Buster702,bomb,Bunker_Buster,702.0
1986,bomb,microwave_bomb,702,bombmicrowave_bomb702,bomb,microwave_bomb,702.0
1987,bomb,gas_shell,702,bombgas_shell702,bomb,gas_shell,702.0
1988,bomb,thermobaric_bomb,702,bombthermobaric_bomb702,bomb,thermobaric_bomb,702.0
1989,bomb,blockbuster,702,bombblockbuster702,bomb,blockbuster,702.0
1990,bomb,neutron_bomb,702,bombneutron_bomb702,bomb,neutron_bomb,702.0
1991,bomb,cruise_missile,702,bombcruise_missile702,bomb,cruise_missile,702.0
1992,bomb,letter_bomb,702,bombletter_bomb702,bomb,letter_bomb,702.0
1993,bomb,dirty_bomb,702,bombdirty_bomb702,bomb,dirty_bomb,702.0
1994,bomb,cluster_bomb,702,bombcluster_bomb702,bomb,cluster_bomb,702.0
1995,bomb,atom_bomb,702,bombatom_bomb702,bomb,atom_bomb,702.0
1996,bomb,balloon_bomb,702,bombballoon_bomb702,bomb,balloon_bomb,702.0
1997,bomb,rifle_grenade,702,bombrifle_grenade702,bomb,rifle_grenade,702.0
1998,bomb,plastic_bomb,702,bombplastic_bomb702,bomb,plastic_bomb,702.0
1999,bomb,smoke_bomb,702,bombsmoke_bomb702,bomb,smoke_bomb,702.0
2000,bomb,hand_grenade,702,bombhand_grenade702,bomb,hand_grenade,702.0
2001,bomb,bomblet,702,bombbomblet702,bomb,bomblet,702.0
2002,bomb,car_bomb,702,bombcar_bomb702,bomb,car_bomb,702.0
2003,bomb,remote-control_bomb,702,bombremote-control_bomb702,bomb,remote-control_bomb,702.0
2004,bomb,general-purpose_bomb,702,bombgeneral-purpose_bomb702,bomb,general-purpose_bomb,702.0
2005,bomb,hydrogen_bomb,702,bombhydrogen_bomb702,bomb,hydrogen_bomb,702.0
2006,bomb,megaton_bomb,702,bombmegaton_bomb702,bomb,megaton_bomb,702.0
2007,bomb,pipe_bomb,702,bombpipe_bomb702,bomb,pipe_bomb,702.0
2008,bomb,dumb_bomb,702,bombdumb_bomb702,bomb,dumb_bomb,702.0
2009,bomb,briefcase_bomb,702,bombbriefcase_bomb702,bomb,briefcase_bomb,702.0
2010,bomb,stink_bomb,702,bombstink_bomb702,bomb,stink_bomb,702.0
2011,bomb,incendiary_bomb,702,bombincendiary_bomb702,bomb,incendiary_bomb,702.0
2012,bomb,chemical_bomb,702,bombchemical_bomb702,bomb,chemical_bomb,702.0
2013,bomblet,bombie,702,bombletbombie702,,,
2014,fragmentation_bomb,Big_Blue,702,fragmentation_bombBig_Blue702,,,
2015,atom_bomb,clean_bomb,702,atom_bombclean_bomb702,,,
2016,atom_bomb,neutron_bomb,702,atom_bombneutron_bomb702,,,
2017,atom_bomb,dirty_bomb,702,atom_bombdirty_bomb702,,,
2018,smart_bomb,laser-guided_bomb,702,smart_bomblaser-guided_bomb702,,,
2019,smart_bomb,Bunker_Buster,702,smart_bombBunker_Buster702,,,
2020,laser-guided_bomb,Bunker_Buster,702,laser-guided_bombBunker_Buster702,,,
2021,grenade,rifle_grenade,702,grenaderifle_grenade702,grenade,rifle_grenade,702.0
2022,grenade,hand_grenade,702,grenadehand_grenade702,grenade,hand_grenade,702.0
2023,general-purpose_bomb,blockbuster,702,general-purpose_bombblockbuster702,general-purpose_bomb,blockbuster,702.0
2024,snack_food,sandwich,703,snack_foodsandwich703,snack_food,sandwich,703.0
2025,snack_food,Reuben,703,snack_foodReuben703,snack_food,Reuben,703.0
2026,snack_food,corn_chip,703,snack_foodcorn_chip703,snack_food,corn_chip,703.0
2027,snack_food,hamburger,703,snack_foodhamburger703,snack_food,hamburger,703.0
2028,snack_food,cheeseburger,703,snack_foodcheeseburger703,snack_food,cheeseburger,703.0
2029,snack_food,butty,703,snack_foodbutty703,snack_food,butty,703.0
2030,snack_food,Sloppy_Joe,703,snack_foodSloppy_Joe703,snack_food,Sloppy_Joe,703.0
2031,snack_food,nacho,703,snack_foodnacho703,snack_food,nacho,703.0
2032,snack_food,potato_skin,703,snack_foodpotato_skin703,snack_food,potato_skin,703.0
2033,snack_food,chicken_sandwich,703,snack_foodchicken_sandwich703,snack_food,chicken_sandwich,703.0
2034,snack_food,tortilla_chip,703,snack_foodtortilla_chip703,snack_food,tortilla_chip,703.0
2035,snack_food,gyro,703,snack_foodgyro703,snack_food,gyro,703.0
2036,snack_food,chip,703,snack_foodchip703,snack_food,chip,703.0
2037,snack_food,western,703,snack_foodwestern703,snack_food,western,703.0
2038,snack_food,chili_dog,703,snack_foodchili_dog703,snack_food,chili_dog,703.0
2039,snack_food,ham_sandwich,703,snack_foodham_sandwich703,snack_food,ham_sandwich,703.0
2040,snack_food,hotdog,703,snack_foodhotdog703,snack_food,hotdog,703.0
2041,snack_food,open-face_sandwich,703,snack_foodopen-face_sandwich703,snack_food,open-face_sandwich,703.0
2042,snack_food,wrap,703,snack_foodwrap703,snack_food,wrap,703.0
2043,snack_food,bacon-lettuce-tomato_sandwich,703,snack_foodbacon-lettuce-tomato_sandwich703,snack_food,bacon-lettuce-tomato_sandwich,703.0
2044,snack_food,bomber,703,snack_foodbomber703,snack_food,bomber,703.0
2045,snack_food,tunaburger,703,snack_foodtunaburger703,snack_food,tunaburger,703.0
2046,snack_food,club_sandwich,703,snack_foodclub_sandwich703,snack_food,club_sandwich,703.0
2047,sandwich,Reuben,703,sandwichReuben703,,,
2048,sandwich,hamburger,703,sandwichhamburger703,sandwich,hamburger,703.0
2049,sandwich,cheeseburger,703,sandwichcheeseburger703,sandwich,cheeseburger,703.0
2050,sandwich,butty,703,sandwichbutty703,,,
2051,sandwich,Sloppy_Joe,703,sandwichSloppy_Joe703,,,
2052,sandwich,chicken_sandwich,703,sandwichchicken_sandwich703,sandwich,chicken_sandwich,703.0
2053,sandwich,gyro,703,sandwichgyro703,,,
2054,sandwich,western,703,sandwichwestern703,,,
2055,sandwich,chili_dog,703,sandwichchili_dog703,sandwich,chili_dog,703.0
2056,sandwich,ham_sandwich,703,sandwichham_sandwich703,sandwich,ham_sandwich,703.0
2057,sandwich,hotdog,703,sandwichhotdog703,,,
2058,sandwich,open-face_sandwich,703,sandwichopen-face_sandwich703,sandwich,open-face_sandwich,703.0
2059,sandwich,wrap,703,sandwichwrap703,,,
2060,sandwich,bacon-lettuce-tomato_sandwich,703,sandwichbacon-lettuce-tomato_sandwich703,sandwich,bacon-lettuce-tomato_sandwich,703.0
2061,sandwich,bomber,703,sandwichbomber703,,,
2062,sandwich,tunaburger,703,sandwichtunaburger703,sandwich,tunaburger,703.0
2063,sandwich,club_sandwich,703,sandwichclub_sandwich703,sandwich,club_sandwich,703.0
2064,corn_chip,nacho,703,corn_chipnacho703,,,
2065,corn_chip,tortilla_chip,703,corn_chiptortilla_chip703,,,
2066,hamburger,cheeseburger,703,hamburgercheeseburger703,,,
2067,tortilla_chip,nacho,703,tortilla_chipnacho703,,,
2068,hotdog,chili_dog,703,hotdogchili_dog703,,,
2069,Sioux,Quapaw,704,SiouxQuapaw704,,,
2070,Sioux,Ponca,704,SiouxPonca704,,,
2071,Sioux,Santee,704,SiouxSantee704,,,
2072,Sioux,Ofo,704,SiouxOfo704,,,
2073,Sioux,Missouri,704,SiouxMissouri704,,,
2074,Sioux,Kansa,704,SiouxKansa704,,,
2075,Sioux,Omaha,704,SiouxOmaha704,,,
2076,Sioux,Catawba,704,SiouxCatawba704,,,
2077,Sioux,Sihasapa,704,SiouxSihasapa704,,,
2078,Sioux,Iowa,704,SiouxIowa704,,,
2079,Sioux,Hunkpapa,704,SiouxHunkpapa704,,,
2080,Sioux,Teton,704,SiouxTeton704,,,
2081,Sioux,Hidatsa,704,SiouxHidatsa704,,,
2082,Sioux,Oto,704,SiouxOto704,,,
2083,Sioux,Crow,704,SiouxCrow704,,,
2084,Sioux,Rain-in-the-Face,704,SiouxRain-in-the-Face704,,,
2085,Sioux,Osage,704,SiouxOsage704,,,
2086,Sioux,Crazy_Horse,704,SiouxCrazy_Horse704,,,
2087,Sioux,Winnebago,704,SiouxWinnebago704,Sioux,Winnebago,704.0
2088,Sioux,Dakota,704,SiouxDakota704,Sioux,Dakota,704.0
2089,Sioux,Miniconju,704,SiouxMiniconju704,,,
2090,Sioux,Brule,704,SiouxBrule704,,,
2091,Sioux,Sitting_Bull,704,SiouxSitting_Bull704,,,
2092,Sioux,Oglala,704,SiouxOglala704,,,
2093,Sioux,Dhegiha,704,SiouxDhegiha704,,,
2094,Sioux,Biloxi,704,SiouxBiloxi704,,,
2095,Sioux,Tutelo,704,SiouxTutelo704,,,
2096,Sioux,Red_Cloud,704,SiouxRed_Cloud704,,,
2097,Sioux,Two_Kettle,704,SiouxTwo_Kettle704,,,
2098,Dhegiha,Quapaw,704,DhegihaQuapaw704,,,
2099,Dhegiha,Ponca,704,DhegihaPonca704,,,
2100,Dhegiha,Kansa,704,DhegihaKansa704,,,
2101,Dhegiha,Omaha,704,DhegihaOmaha704,,,
2102,Dhegiha,Osage,704,DhegihaOsage704,,,
2103,Teton,Sihasapa,704,TetonSihasapa704,,,
2104,Teton,Hunkpapa,704,TetonHunkpapa704,,,
2105,Teton,Miniconju,704,TetonMiniconju704,,,
2106,Teton,Brule,704,TetonBrule704,,,
2107,Teton,Sitting_Bull,704,TetonSitting_Bull704,,,
2108,Teton,Oglala,704,TetonOglala704,,,
2109,Teton,Red_Cloud,704,TetonRed_Cloud704,,,
2110,Teton,Two_Kettle,704,TetonTwo_Kettle704,,,
2111,Hunkpapa,Sitting_Bull,704,HunkpapaSitting_Bull704,,,
2112,Oglala,Red_Cloud,704,OglalaRed_Cloud704,,,
2113,blockage,plug,705,blockageplug705,,,
2114,blockage,fipple,705,blockagefipple705,,,
2115,blockage,bung,705,blockagebung705,,,
2116,blockage,earplug,705,blockageearplug705,,,
2117,blockage,tampon,705,blockagetampon705,,,
2118,blockage,Tampax,705,blockageTampax705,,,
2119,blockage,vapor_lock,705,blockagevapor_lock705,blockage,vapor_lock,705.0
2120,blockage,drainplug,705,blockagedrainplug705,,,
2121,blockage,tampion,705,blockagetampion705,,,
2122,blockage,tap,705,blockagetap705,,,
2123,blockage,cork,705,blockagecork705,,,
2124,blockage,breechblock,705,blockagebreechblock705,blockage,breechblock,705.0
2125,plug,fipple,705,plugfipple705,plug,fipple,705.0
2126,plug,bung,705,plugbung705,plug,bung,705.0
2127,plug,earplug,705,plugearplug705,plug,earplug,705.0
2128,plug,tampon,705,plugtampon705,,,
2129,plug,Tampax,705,plugTampax705,,,
2130,plug,drainplug,705,plugdrainplug705,plug,drainplug,705.0
2131,plug,tampion,705,plugtampion705,,,
2132,plug,tap,705,plugtap705,,,
2133,plug,cork,705,plugcork705,plug,cork,705.0
2134,tampon,Tampax,705,tamponTampax705,tampon,Tampax,705.0
2135,screen,purdah,706,screenpurdah706,,,
2136,screen,rood_screen,706,screenrood_screen706,screen,rood_screen,706.0
2137,screen,altarpiece,706,screenaltarpiece706,,,
2138,partition,purdah,706,partitionpurdah706,partition,purdah,706.0
2139,partition,bearing_wall,706,partitionbearing_wall706,,,
2140,partition,rood_screen,706,partitionrood_screen706,,,
2141,partition,chimney_breast,706,partitionchimney_breast706,partition,chimney_breast,706.0
2142,partition,corbie_gable,706,partitioncorbie_gable706,,,
2143,partition,pediment,706,partitionpediment706,,,
2144,partition,altarpiece,706,partitionaltarpiece706,,,
2145,partition,Hadrian's_Wall,706,partitionHadrian's_Wall706,,,
2146,partition,proscenium,706,partitionproscenium706,,,
2147,partition,sidewall,706,partitionsidewall706,,,
2148,partition,cavity_wall,706,partitioncavity_wall706,,,
2149,partition,gable,706,partitiongable706,,,
2150,partition,screen,706,partitionscreen706,,,
2151,partition,parapet,706,partitionparapet706,,,
2152,partition,bulkhead,706,partitionbulkhead706,,,
2153,partition,bell_gable,706,partitionbell_gable706,,,
2154,partition,Wailing_Wall,706,partitionWailing_Wall706,,,
2155,partition,firewall,706,partitionfirewall706,,,
2156,partition,wainscoting,706,partitionwainscoting706,,,
2157,partition,wall,706,partitionwall706,,,
2158,partition,brattice,706,partitionbrattice706,,,
2159,partition,attic,706,partitionattic706,,,
2160,wall,bearing_wall,706,wallbearing_wall706,wall,bearing_wall,706.0
2161,wall,chimney_breast,706,wallchimney_breast706,wall,chimney_breast,706.0
2162,wall,corbie_gable,706,wallcorbie_gable706,wall,corbie_gable,706.0
2163,wall,pediment,706,wallpediment706,,,
2164,wall,Hadrian's_Wall,706,wallHadrian's_Wall706,wall,Hadrian's_Wall,706.0
2165,wall,proscenium,706,wallproscenium706,wall,proscenium,706.0
2166,wall,sidewall,706,wallsidewall706,wall,sidewall,706.0
2167,wall,cavity_wall,706,wallcavity_wall706,wall,cavity_wall,706.0
2168,wall,gable,706,wallgable706,wall,gable,706.0
2169,wall,parapet,706,wallparapet706,wall,parapet,706.0
2170,wall,bell_gable,706,wallbell_gable706,wall,bell_gable,706.0
2171,wall,Wailing_Wall,706,wallWailing_Wall706,wall,Wailing_Wall,706.0
2172,wall,firewall,706,wallfirewall706,wall,firewall,706.0
2173,wall,wainscoting,706,wallwainscoting706,wall,wainscoting,706.0
2174,wall,attic,706,wallattic706,wall,attic,706.0
2175,gable,corbie_gable,706,gablecorbie_gable706,gable,corbie_gable,706.0
2176,gable,pediment,706,gablepediment706,,,
2177,gable,bell_gable,706,gablebell_gable706,gable,bell_gable,706.0
2178,pod,cowage,707,podcowage707,,,
2179,pod,field_pea,707,podfield_pea707,,,
2180,pod,lentil,707,podlentil707,,,
2181,pod,screw_bean,707,podscrew_bean707,,,
2182,pod,peanut,707,podpeanut707,,,
2183,pod,loment,707,podloment707,,,
2184,pod,garden_pea,707,podgarden_pea707,,,
2185,pod,cowpea,707,podcowpea707,,,
2186,pod,pea,707,podpea707,,,
2187,pod,chickpea,707,podchickpea707,,,
2188,pod,okra,707,podokra707,,,
2189,pod,legume,707,podlegume707,,,
2190,legume,field_pea,707,legumefield_pea707,legume,field_pea,707.0
2191,legume,lentil,707,legumelentil707,legume,lentil,707.0
2192,legume,garden_pea,707,legumegarden_pea707,legume,garden_pea,707.0
2193,legume,cowpea,707,legumecowpea707,legume,cowpea,707.0
2194,legume,pea,707,legumepea707,legume,pea,707.0
2195,legume,chickpea,707,legumechickpea707,legume,chickpea,707.0
2196,pea,garden_pea,707,peagarden_pea707,,,
2197,anesthesia,twilight_sleep,708,anesthesiatwilight_sleep708,anesthesia,twilight_sleep,708.0
2198,anesthesia,acroanesthesia,708,anesthesiaacroanesthesia708,anesthesia,acroanesthesia,708.0
2199,anesthesia,epidural_anesthesia,708,anesthesiaepidural_anesthesia708,anesthesia,epidural_anesthesia,708.0
2200,anesthesia,saddle_block_anesthesia,708,anesthesiasaddle_block_anesthesia708,anesthesia,saddle_block_anesthesia,708.0
2201,anesthesia,topical_anesthesia,708,anesthesiatopical_anesthesia708,anesthesia,topical_anesthesia,708.0
2202,anesthesia,cryoanesthesia,708,anesthesiacryoanesthesia708,anesthesia,cryoanesthesia,708.0
2203,anesthesia,regional_anesthesia,708,anesthesiaregional_anesthesia708,anesthesia,regional_anesthesia,708.0
2204,anesthesia,caudal_anesthesia,708,anesthesiacaudal_anesthesia708,anesthesia,caudal_anesthesia,708.0
2205,anesthesia,pudendal_block,708,anesthesiapudendal_block708,anesthesia,pudendal_block,708.0
2206,anesthesia,spinal_anesthesia,708,anesthesiaspinal_anesthesia708,anesthesia,spinal_anesthesia,708.0
2207,anesthesia,conduction_anesthesia,708,anesthesiaconduction_anesthesia708,anesthesia,conduction_anesthesia,708.0
2208,anesthesia,paracervical_block,708,anesthesiaparacervical_block708,anesthesia,paracervical_block,708.0
2209,anesthesia,general_anesthesia,708,anesthesiageneral_anesthesia708,anesthesia,general_anesthesia,708.0
2210,anesthesia,inhalation_anesthesia,708,anesthesiainhalation_anesthesia708,anesthesia,inhalation_anesthesia,708.0
2211,anesthesia,local_anesthesia,708,anesthesialocal_anesthesia708,anesthesia,local_anesthesia,708.0
2212,general_anesthesia,twilight_sleep,708,general_anesthesiatwilight_sleep708,,,
2213,general_anesthesia,inhalation_anesthesia,708,general_anesthesiainhalation_anesthesia708,,,
2214,regional_anesthesia,acroanesthesia,708,regional_anesthesiaacroanesthesia708,,,
2215,regional_anesthesia,epidural_anesthesia,708,regional_anesthesiaepidural_anesthesia708,,,
2216,regional_anesthesia,saddle_block_anesthesia,708,regional_anesthesiasaddle_block_anesthesia708,,,
2217,regional_anesthesia,caudal_anesthesia,708,regional_anesthesiacaudal_anesthesia708,,,
2218,regional_anesthesia,pudendal_block,708,regional_anesthesiapudendal_block708,,,
2219,regional_anesthesia,spinal_anesthesia,708,regional_anesthesiaspinal_anesthesia708,,,
2220,regional_anesthesia,paracervical_block,708,regional_anesthesiaparacervical_block708,,,
2221,spinal_anesthesia,saddle_block_anesthesia,708,spinal_anesthesiasaddle_block_anesthesia708,,,
2222,semiconductor_device,transistor,709,semiconductor_devicetransistor709,semiconductor_device,transistor,709.0
2223,semiconductor_device,chip,709,semiconductor_devicechip709,semiconductor_device,chip,709.0
2224,semiconductor_device,organic_light-emitting_diode,709,semiconductor_deviceorganic_light-emitting_diode709,semiconductor_device,organic_light-emitting_diode,709.0
2225,semiconductor_device,n-type_semiconductor,709,semiconductor_devicen-type_semiconductor709,semiconductor_device,n-type_semiconductor,709.0
2226,semiconductor_device,read-only_memory_chip,709,semiconductor_deviceread-only_memory_chip709,semiconductor_device,read-only_memory_chip,709.0
2227,semiconductor_device,thermistor,709,semiconductor_devicethermistor709,semiconductor_device,thermistor,709.0
2228,semiconductor_device,microprocessor,709,semiconductor_devicemicroprocessor709,semiconductor_device,microprocessor,709.0
2229,semiconductor_device,biochip,709,semiconductor_devicebiochip709,semiconductor_device,biochip,709.0
2230,semiconductor_device,p-n-p_transistor,709,semiconductor_devicep-n-p_transistor709,semiconductor_device,p-n-p_transistor,709.0
