,parent,child,weight,group,compare
711,soil,tundra_soil,0.923838198184967,682,soiltundra_soil682
712,soil,wiesenboden,0.8612255454063416,682,soilwiesenboden682
713,mud,bleaching_clay,0.511744499206543,682,mudbleaching_clay682
714,mud,slop,0.6978349089622498,682,mudslop682
715,mold,leaf_mold,0.8553107976913452,682,moldleaf_mold682
716,mold,slip,0.5788069367408752,682,moldslip682
717,mold,regur,0.6698760986328125,682,moldregur682
718,slip,chernozemic_soil,0.6513248682022095,682,slipchernozemic_soil682
719,slip,sedimentary_clay,0.8082584142684937,682,slipsedimentary_clay682
720,clay,bentonite,0.5884385108947754,682,claybentonite682
721,clay,china_clay,0.8555123209953308,682,claychina_clay682
722,clay,daub,0.7020538449287415,682,claydaub682
723,clay,fireclay,0.7761578559875488,682,clayfireclay682
724,clay,Kitty_Litter,0.7355157136917114,682,clayKitty_Litter682
725,clay,adobe,0.6601006388664246,682,clayadobe682
726,clay,red_clay,0.8227534294128418,682,clayred_clay682
727,clay,pipeclay,0.733750581741333,682,claypipeclay682
728,clay,potter's_clay,0.9160681962966919,682,claypotter's_clay682
729,sedimentary_clay,argil,0.7456009984016418,682,sedimentary_clayargil682
730,sedimentary_clay,mud_pie,0.7204728722572327,682,sedimentary_claymud_pie682
731,amino_acid,alanine,0.8714884519577026,683,amino_acidalanine683
732,amino_acid,asparagine,0.8667567372322083,683,amino_acidasparagine683
733,amino_acid,aspartic_acid,0.8557623028755188,683,amino_acidaspartic_acid683
734,amino_acid,canavanine,0.751043438911438,683,amino_acidcanavanine683
735,amino_acid,citrulline,0.7851603627204895,683,amino_acidcitrulline683
736,amino_acid,creatine,0.6666635274887085,683,amino_acidcreatine683
737,amino_acid,cysteine,0.8687431216239929,683,amino_acidcysteine683
738,amino_acid,cystine,0.8156700134277344,683,amino_acidcystine683
739,amino_acid,dopa,0.780929446220398,683,amino_aciddopa683
740,amino_acid,essential_amino_acid,0.9298233985900879,683,amino_acidessential_amino_acid683
741,amino_acid,gamma_aminobutyric_acid,0.8749995827674866,683,amino_acidgamma_aminobutyric_acid683
742,amino_acid,glutamic_acid,0.8209215402603149,683,amino_acidglutamic_acid683
743,amino_acid,glutamine,0.8090865612030029,683,amino_acidglutamine683
744,amino_acid,glycine,0.8896840214729309,683,amino_acidglycine683
745,amino_acid,hydroxyproline,0.7821266651153564,683,amino_acidhydroxyproline683
746,amino_acid,iodoamino_acid,0.7888157367706299,683,amino_acidiodoamino_acid683
747,amino_acid,ornithine,0.8765149116516113,683,amino_acidornithine683
748,amino_acid,proline,0.8872575163841248,683,amino_acidproline683
749,amino_acid,sarcosine,0.7304052710533142,683,amino_acidsarcosine683
750,amino_acid,serine,0.8714797496795654,683,amino_acidserine683
751,amino_acid,thyronine,0.8208358287811279,683,amino_acidthyronine683
752,amino_acid,tyramine,0.797878086566925,683,amino_acidtyramine683
753,amino_acid,tyrosine,0.879818856716156,683,amino_acidtyrosine683
754,proline,tryptophan,0.7851464152336121,683,prolinetryptophan683
755,essential_amino_acid,iodothyronine,0.7327468991279602,683,essential_amino_acidiodothyronine683
756,essential_amino_acid,iodotyrosine,0.7671823501586914,683,essential_amino_acidiodotyrosine683
757,essential_amino_acid,mono-iodotyrosine,0.7353099584579468,683,essential_amino_acidmono-iodotyrosine683
758,essential_amino_acid,tri-iodothyronine,0.7245147228240967,683,essential_amino_acidtri-iodothyronine683
759,essential_amino_acid,L-dopa,0.647588849067688,683,essential_amino_acidL-dopa683
760,essential_amino_acid,di-iodotyrosine,0.733933687210083,683,essential_amino_aciddi-iodotyrosine683
761,essential_amino_acid,arginine,0.7906492948532104,683,essential_amino_acidarginine683
762,essential_amino_acid,histidine,0.8359571099281311,683,essential_amino_acidhistidine683
763,essential_amino_acid,isoleucine,0.7893962264060974,683,essential_amino_acidisoleucine683
764,essential_amino_acid,leucine,0.7930712699890137,683,essential_amino_acidleucine683
765,essential_amino_acid,lysine,0.7749848365783691,683,essential_amino_acidlysine683
766,essential_amino_acid,methionine,0.7653499841690063,683,essential_amino_acidmethionine683
767,essential_amino_acid,phenylalanine,0.7583226561546326,683,essential_amino_acidphenylalanine683
768,essential_amino_acid,threonine,0.7162970900535583,683,essential_amino_acidthreonine683
769,essential_amino_acid,valine,0.7472289204597473,683,essential_amino_acidvaline683
770,terpene,kerosene,0.6116304993629456,684,terpenekerosene684
771,terpene,bitumen,0.4677928388118744,684,terpenebitumen684
772,terpene,naphthalene,0.5597971081733704,684,terpenenaphthalene684
773,terpene,dioxin,0.6220158934593201,684,terpenedioxin684
774,terpene,butadiene,0.5848430395126343,684,terpenebutadiene684
775,terpene,chlorobenzene,0.5854344964027405,684,terpenechlorobenzene684
776,aromatic_hydrocarbon,benzene,0.5789681673049927,684,aromatic_hydrocarbonbenzene684
777,hydrocarbon,aromatic_hydrocarbon,0.7036096453666687,684,hydrocarbonaromatic_hydrocarbon684
778,gasoline,liquefied_petroleum_gas,0.5952501893043518,684,gasolineliquefied_petroleum_gas684
779,gasoline,unleaded_gasoline,0.7971159815788269,684,gasolineunleaded_gasoline684
780,pitch,naphtha,0.6581989526748657,684,pitchnaphtha684
781,pitch,beta-carotene,0.7734469771385193,684,pitchbeta-carotene684
782,pitch,coal_tar,0.5259310603141785,684,pitchcoal_tar684
783,pitch,provitamin,0.7451574802398682,684,pitchprovitamin684
784,pitch,indene,0.7549748420715332,684,pitchindene684
785,pitch,chloroprene,0.6238122582435608,684,pitchchloroprene684
786,pitch,limonene,0.7098918557167053,684,pitchlimonene684
787,pitch,aromatic_compound,0.8183975219726562,684,pitcharomatic_compound684
788,pitch,paraffin,0.7191717624664307,684,pitchparaffin684
789,pitch,napalm,0.7215422987937927,684,pitchnapalm684
790,pitch,octane,0.8518508672714233,684,pitchoctane684
791,pitch,provitamin_A,0.7381677627563477,684,pitchprovitamin_A684
792,pitch,leaded_gasoline,0.6846747398376465,684,pitchleaded_gasoline684
793,pitch,gasohol,0.6604177355766296,684,pitchgasohol684
794,pitch,gasoline,0.7678961157798767,684,pitchgasoline684
795,pitch,terpene,0.9065282344818115,684,pitchterpene684
796,pitch,gas_oil,0.6552668809890747,684,pitchgas_oil684
797,pitch,pyrene,0.7824824452400208,684,pitchpyrene684
798,pitch,ethane,0.6443816423416138,684,pitchethane684
799,pitch,benzene_formula,0.6755764484405518,684,pitchbenzene_formula684
800,pitch,cymene,0.8509472012519836,684,pitchcymene684
801,benzene,pitch,0.5120652914047241,684,benzenepitch684
802,cellulose_ester,cellulose_acetate,0.11948306858539581,685,cellulose_estercellulose_acetate685
803,glyceryl_ester,cellulose_xanthate,0.2689296007156372,685,glyceryl_estercellulose_xanthate685
804,glyceryl_ester,glyceride,0.3305186927318573,685,glyceryl_esterglyceride685
805,glyceride,pyrocellulose,0.28647780418395996,685,glyceridepyrocellulose685
806,glyceride,tristearin,0.36170777678489685,685,glyceridetristearin685
807,glyceride,triolein,0.4108135402202606,685,glyceridetriolein685
808,glyceride,tributyrin,0.38063523173332214,685,glyceridetributyrin685
809,glyceride,glycerogelatin,0.2595280408859253,685,glycerideglycerogelatin685
810,glyceride,palmitin,0.38517501950263977,685,glyceridepalmitin685
811,glyceride,glycerin_jelly,0.202583909034729,685,glycerideglycerin_jelly685
812,ester,banana_oil,0.46473056077957153,685,esterbanana_oil685
813,ester,cyclohexanol_phthalate,0.32541272044181824,685,estercyclohexanol_phthalate685
814,ester,glyceryl_ester,0.6218693256378174,685,esterglyceryl_ester685
815,ester,maleate,0.4148314893245697,685,estermaleate685
816,ester,nucleotide,0.5645572543144226,685,esternucleotide685
817,base_pair,margarin,0.7271825075149536,685,base_pairmargarin685
818,base_pair,ethyl_acetate,0.6434175372123718,685,base_pairethyl_acetate685
819,base_pair,uracil,0.7316504716873169,685,base_pairuracil685
820,base_pair,adenosine_triphosphate,0.736646294593811,685,base_pairadenosine_triphosphate685
821,base_pair,citrate,0.7107411026954651,685,base_paircitrate685
822,base_pair,deoxythymidine_monophosphate,0.6741856932640076,685,base_pairdeoxythymidine_monophosphate685
823,base_pair,triglyceride,0.6051981449127197,685,base_pairtriglyceride685
824,base_pair,stearin,0.6815178990364075,685,base_pairstearin685
825,base_pair,butyrin,0.6872885823249817,685,base_pairbutyrin685
826,base_pair,glycerite,0.6660585403442383,685,base_pairglycerite685
827,base_pair,polyester,0.5300395488739014,685,base_pairpolyester685
828,base_pair,deoxycytidine_monophosphate,0.6811640858650208,685,base_pairdeoxycytidine_monophosphate685
829,base_pair,cellulose_ester,0.5900006890296936,685,base_paircellulose_ester685
830,base_pair,deoxyadenosine_monophosphate,0.6477229595184326,685,base_pairdeoxyadenosine_monophosphate685
831,base_pair,lactate,0.6319906115531921,685,base_pairlactate685
832,base_pair,muton,0.7681900262832642,685,base_pairmuton685
833,base_pair,cellulose_triacetate,0.5554598569869995,685,base_paircellulose_triacetate685
834,base_pair,tripalmitin,0.672905445098877,685,base_pairtripalmitin685
835,base_pair,urethane,0.5595308542251587,685,base_pairurethane685
836,base_pair,cellulose_nitrate,0.5447080135345459,685,base_paircellulose_nitrate685
837,base_pair,pyroxylin,0.7206102609634399,685,base_pairpyroxylin685
838,nucleotide,adenosine_diphosphate,0.7461208701133728,685,nucleotideadenosine_diphosphate685
839,nucleotide,adenosine_monophosphate,0.7309834361076355,685,nucleotideadenosine_monophosphate685
840,nucleotide,base_pair,0.7384327054023743,685,nucleotidebase_pair685
841,nucleotide,deoxyguanosine_monophosphate,0.597136914730072,685,nucleotidedeoxyguanosine_monophosphate685
842,linolenic_acid,alpha-linolenic_acid,0.6539665460586548,686,linolenic_acidalpha-linolenic_acid686
843,unsaturated_fatty_acid,monounsaturated_fatty_acid,0.6171672940254211,686,unsaturated_fatty_acidmonounsaturated_fatty_acid686
844,unsaturated_fatty_acid,polyunsaturated_fatty_acid,0.6106644868850708,686,unsaturated_fatty_acidpolyunsaturated_fatty_acid686
845,linoleic_acid,linolenic_acid,0.6002830862998962,686,linoleic_acidlinolenic_acid686
846,polyunsaturated_fatty_acid,eleostearic_acid,0.5593475103378296,686,polyunsaturated_fatty_acideleostearic_acid686
847,polyunsaturated_fatty_acid,elaidic_acid,0.620162844657898,686,polyunsaturated_fatty_acidelaidic_acid686
848,polyunsaturated_fatty_acid,ricinoleic_acid,0.5654755234718323,686,polyunsaturated_fatty_acidricinoleic_acid686
849,polyunsaturated_fatty_acid,oleic_acid,0.5951991081237793,686,polyunsaturated_fatty_acidoleic_acid686
850,polyunsaturated_fatty_acid,linoleic_acid,0.694391131401062,686,polyunsaturated_fatty_acidlinoleic_acid686
851,polyunsaturated_fatty_acid,omega-3_fatty_acid,0.5119823217391968,686,polyunsaturated_fatty_acidomega-3_fatty_acid686
852,polyunsaturated_fatty_acid,omega-6_fatty_acid,0.5239548683166504,686,polyunsaturated_fatty_acidomega-6_fatty_acid686
853,omega-3_fatty_acid,docosahexaenoic_acid,0.587044894695282,686,omega-3_fatty_aciddocosahexaenoic_acid686
854,omega-3_fatty_acid,eicosapentaenoic_acid,0.5837217569351196,686,omega-3_fatty_acideicosapentaenoic_acid686
855,adhesive_material,cement,0.6145988702774048,687,adhesive_materialcement687
856,adhesive_material,spirit_gum,0.7270871996879578,687,adhesive_materialspirit_gum687
857,cement,glue,0.5010300278663635,687,cementglue687
858,binder,rubber_cement,0.6531000733375549,687,binderrubber_cement687
859,glue,fish_glue,0.8661633729934692,687,gluefish_glue687
860,glue,marine_glue,0.8598652482032776,687,gluemarine_glue687
861,glue,red-lead_putty,0.6227187514305115,687,gluered-lead_putty687
862,glue,paste,0.6960266828536987,687,gluepaste687
863,glue,binder,0.7337119579315186,687,gluebinder687
864,glue,mastic,0.754328191280365,687,gluemastic687
865,glue,putty,0.7162562012672424,687,glueputty687
866,glue,wafer,0.733493447303772,687,gluewafer687
867,glue,iron_putty,0.5766467452049255,687,glueiron_putty687
868,glue,birdlime,0.7857254147529602,687,gluebirdlime687
869,glue,animal_glue,0.8979400396347046,687,glueanimal_glue687
870,glue,casein_glue,0.7827069759368896,687,gluecasein_glue687
871,nucleoside,adenosine,0.6892916560173035,688,nucleosideadenosine688
872,nucleoside,deoxyadenosine,0.5626464486122131,688,nucleosidedeoxyadenosine688
873,nucleoside,deoxycytidine,0.5826291441917419,688,nucleosidedeoxycytidine688
874,nucleoside,deoxyguanosine,0.5801577568054199,688,nucleosidedeoxyguanosine688
875,nucleoside,deoxythymidine,0.5399320125579834,688,nucleosidedeoxythymidine688
876,nucleoside,inosine,0.6495540738105774,688,nucleosideinosine688
877,deoxycytidine,saponin,0.49531760811805725,688,deoxycytidinesaponin688
878,glycoside,glucoside,0.5823678374290466,688,glycosideglucoside688
879,glycoside,nucleoside,0.5498932600021362,688,glycosidenucleoside688
880,glycoside,strophanthin,0.49063441157341003,688,glycosidestrophanthin688
881,glucoside,amygdalin,0.36256179213523865,688,glucosideamygdalin688
882,amygdalin,laetrile,0.12642721831798553,688,amygdalinlaetrile688
883,volcanic_rock,agglomerate,0.6648380160331726,689,volcanic_rockagglomerate689
884,volcanic_rock,amygdaloid,0.7186381816864014,689,volcanic_rockamygdaloid689
885,volcanic_rock,basalt,0.788634717464447,689,volcanic_rockbasalt689
886,volcanic_rock,dacite,0.6793994903564453,689,volcanic_rockdacite689
887,volcanic_rock,lava,0.7470390796661377,689,volcanic_rocklava689
888,volcanic_rock,tuff,0.6678697466850281,689,volcanic_rocktuff689
889,volcanic_rock,volcanic_glass,0.7014192342758179,689,volcanic_rockvolcanic_glass689
890,igneous_rock,adesite,0.7798969149589539,689,igneous_rockadesite689
891,igneous_rock,andesite,0.8076297044754028,689,igneous_rockandesite689
892,igneous_rock,aplite,0.7716687917709351,689,igneous_rockaplite689
893,igneous_rock,batholith,0.7774889469146729,689,igneous_rockbatholith689
894,igneous_rock,diorite,0.7150943279266357,689,igneous_rockdiorite689
895,igneous_rock,gabbro,0.7291992902755737,689,igneous_rockgabbro689
896,igneous_rock,groundmass,0.7446712851524353,689,igneous_rockgroundmass689
897,igneous_rock,pegmatite,0.7076720595359802,689,igneous_rockpegmatite689
898,igneous_rock,peridotite,0.7341618537902832,689,igneous_rockperidotite689
899,igneous_rock,porphyry,0.7987461090087891,689,igneous_rockporphyry689
900,igneous_rock,rhyolite,0.822810173034668,689,igneous_rockrhyolite689
901,igneous_rock,volcanic_rock,0.662277102470398,689,igneous_rockvolcanic_rock689
902,volcanic_glass,pitchstone,0.49998539686203003,689,volcanic_glasspitchstone689
903,volcanic_glass,obsidian,0.6119415163993835,689,volcanic_glassobsidian689
904,lava,tachylite,0.5982579588890076,689,lavatachylite689
905,lava,granite,0.3427334427833557,689,lavagranite689
906,lava,kimberlite,0.43659645318984985,689,lavakimberlite689
907,lava,pahoehoe,0.3681781589984894,689,lavapahoehoe689
908,lava,pillow_lava,0.5110581517219543,689,lavapillow_lava689
909,adesite,aa,0.4592878222465515,689,adesiteaa689
910,tool_steel,hyper-eutectoid_steel,0.5444412231445312,690,tool_steelhyper-eutectoid_steel690
911,tool_steel,stainless_steel,0.6051245331764221,690,tool_steelstainless_steel690
912,tool_steel,nickel_steel,0.4536462128162384,690,tool_steelnickel_steel690
913,tool_steel,hypo-eutectoid_steel,0.5468064546585083,690,tool_steelhypo-eutectoid_steel690
914,tool_steel,molybdenum_steel,0.6354199647903442,690,tool_steelmolybdenum_steel690
915,tool_steel,vanadium_steel,0.5836250185966492,690,tool_steelvanadium_steel690
916,tool_steel,drill_steel,0.493956595659256,690,tool_steeldrill_steel690
917,tool_steel,tungsten_steel,0.5200929045677185,690,tool_steeltungsten_steel690
918,tool_steel,chrome-tungsten_steel,0.5451835989952087,690,tool_steelchrome-tungsten_steel690
919,tool_steel,chrome-nickel_steel,0.5422035455703735,690,tool_steelchrome-nickel_steel690
920,tool_steel,eutectoid_steel,0.5278457999229431,690,tool_steeleutectoid_steel690
921,tool_steel,manganese_steel,0.5604466199874878,690,tool_steelmanganese_steel690
922,tool_steel,oil-hardened_steel,0.6587020754814148,690,tool_steeloil-hardened_steel690
923,tool_steel,high-speed_steel,0.5754469037055969,690,tool_steelhigh-speed_steel690
924,steel,hard_steel,0.7118229269981384,690,steelhard_steel690
925,steel,medium_steel,0.669196605682373,690,steelmedium_steel690
926,steel,mild_steel,0.7135207653045654,690,steelmild_steel690
927,steel,quenched_steel,0.6001715660095215,690,steelquenched_steel690
928,steel,structural_steel,0.7327435612678528,690,steelstructural_steel690
929,steel,alloy_steel,0.7141802310943604,690,steelalloy_steel690
930,steel,austenitic_steel,0.7225531339645386,690,steelaustenitic_steel690
931,steel,carbon_steel,0.6683890223503113,690,steelcarbon_steel690
932,steel,case-hardened_steel,0.713077962398529,690,steelcase-hardened_steel690
933,steel,chisel_steel,0.49710044264793396,690,steelchisel_steel690
934,steel,crucible_steel,0.6408462524414062,690,steelcrucible_steel690
935,steel,Damascus_steel,0.7181492447853088,690,steelDamascus_steel690
936,alloy_steel,tool_steel,0.49823445081710815,690,alloy_steeltool_steel690
937,aluminum_bronze,alpha_bronze,0.40424275398254395,691,aluminum_bronzealpha_bronze691
938,alpha_bronze,cupronickel,0.49949315190315247,691,alpha_bronzecupronickel691
939,alpha_bronze,brass,0.6265566945075989,691,alpha_bronzebrass691
940,brass,alpha-beta_brass,0.8196873068809509,691,brassalpha-beta_brass691
941,brass,alpha_brass,0.7429304718971252,691,brassalpha_brass691
942,brass,bearing_brass,0.6140018105506897,691,brassbearing_brass691
943,brass,cartridge_brass,0.6719046235084534,691,brasscartridge_brass691
944,brass,gilding_metal,0.5817645192146301,691,brassgilding_metal691
945,brass,high_brass,0.7942376136779785,691,brasshigh_brass691
946,brass,low_brass,0.7279140949249268,691,brasslow_brass691
947,brass,ormolu,0.5751873850822449,691,brassormolu691
948,brass,red_brass,0.6703973412513733,691,brassred_brass691
949,copper-base_alloy,aluminum_bronze,0.3622775673866272,691,copper-base_alloyaluminum_bronze691
950,alpha-beta_brass,latten,0.557584822177887,691,alpha-beta_brasslatten691
951,alpha-beta_brass,constantan,0.46091556549072266,691,alpha-beta_brassconstantan691
952,alpha-beta_brass,naval_brass,0.500690758228302,691,alpha-beta_brassnaval_brass691
953,gilding_metal,bronze,0.6233861446380615,691,gilding_metalbronze691
954,gilding_metal,manganese_bronze,0.5530991554260254,691,gilding_metalmanganese_bronze691
955,bronze,bell_metal,0.549942672252655,691,bronzebell_metal691
956,bronze,beryllium_bronze,0.7208704352378845,691,bronzeberyllium_bronze691
957,bronze,gunmetal,0.6618479490280151,691,bronzegunmetal691
958,bronze,leaded_bronze,0.6101176738739014,691,bronzeleaded_bronze691
959,bronze,nickel_bronze,0.5008637309074402,691,bronzenickel_bronze691
960,bronze,phosphor_bronze,0.7021121978759766,691,bronzephosphor_bronze691
961,bronze,silicon_bronze,0.6329240202903748,691,bronzesilicon_bronze691
962,conjugated_protein,glycoprotein,0.7413839101791382,692,conjugated_proteinglycoprotein692
963,conjugated_protein,hemoprotein,0.8267381191253662,692,conjugated_proteinhemoprotein692
964,conjugated_protein,lipoprotein,0.766181468963623,692,conjugated_proteinlipoprotein692
965,hemoglobin,oxyhemoglobin,0.6984944343566895,692,hemoglobinoxyhemoglobin692
966,hemoprotein,low-density_lipoprotein,0.7027448415756226,692,hemoproteinlow-density_lipoprotein692
967,hemoprotein,high-density_lipoprotein,0.721904456615448,692,hemoproteinhigh-density_lipoprotein692
968,hemoprotein,cytochrome,0.8097568154335022,692,hemoproteincytochrome692
969,hemoprotein,hemoglobin,0.7332302331924438,692,hemoproteinhemoglobin692
970,hemoprotein,myoglobin,0.7722685933113098,692,hemoproteinmyoglobin692
971,lipoprotein,very_low_density_lipoprotein,0.7077228426933289,692,lipoproteinvery_low_density_lipoprotein692
972,mucin,cytochrome_c,0.6341209411621094,692,mucincytochrome_c692
973,glycoprotein,cluster_of_differentiation_4,0.6926093101501465,692,glycoproteincluster_of_differentiation_4692
974,glycoprotein,cluster_of_differentiation_8,0.7046197056770325,692,glycoproteincluster_of_differentiation_8692
975,glycoprotein,erythropoietin,0.6807900667190552,692,glycoproteinerythropoietin692
976,glycoprotein,lectin,0.8050044178962708,692,glycoproteinlectin692
977,glycoprotein,mucin,0.788591206073761,692,glycoproteinmucin692
978,glycoprotein,mucoid,0.7169246673583984,692,glycoproteinmucoid692
979,saturated_fatty_acid,butyric_acid,0.5922507047653198,693,saturated_fatty_acidbutyric_acid693
980,saturated_fatty_acid,capric_acid,0.5758764147758484,693,saturated_fatty_acidcapric_acid693
981,saturated_fatty_acid,caproic_acid,0.5757153034210205,693,saturated_fatty_acidcaproic_acid693
982,saturated_fatty_acid,caprylic_acid,0.517572283744812,693,saturated_fatty_acidcaprylic_acid693
983,saturated_fatty_acid,lauric_acid,0.5961088538169861,693,saturated_fatty_acidlauric_acid693
984,saturated_fatty_acid,margaric_acid,0.5128077268600464,693,saturated_fatty_acidmargaric_acid693
985,saturated_fatty_acid,myristic_acid,0.5741005539894104,693,saturated_fatty_acidmyristic_acid693
986,saturated_fatty_acid,palmitic_acid,0.5635316967964172,693,saturated_fatty_acidpalmitic_acid693
987,saturated_fatty_acid,stearic_acid,0.5527631044387817,693,saturated_fatty_acidstearic_acid693
988,hydroxybutyric_acid,beta-hydroxybutyric_acid,0.5856871008872986,693,hydroxybutyric_acidbeta-hydroxybutyric_acid693
989,butyric_acid,hydroxybutyric_acid,0.5488573908805847,693,butyric_acidhydroxybutyric_acid693
990,estrogen,estradiol,0.646925151348114,694,estrogenestradiol694
991,estrogen,estriol,0.6297504901885986,694,estrogenestriol694
992,estrogen,estrone,0.5800359845161438,694,estrogenestrone694
993,progestin,hexestrol,0.4802411198616028,694,progestinhexestrol694
994,progestin,aldosterone,0.6122007369995117,694,progestinaldosterone694
995,progestin,androsterone,0.5948480367660522,694,progestinandrosterone694
996,progestin,cortisone,0.5121091604232788,694,progestincortisone694
997,progestin,dexamethasone,0.4991927146911621,694,progestindexamethasone694
998,progestin,triamcinolone,0.5258958339691162,694,progestintriamcinolone694
999,progestin,prednisolone,0.5730871558189392,694,progestinprednisolone694
1000,progestin,spironolactone,0.5643506050109863,694,progestinspironolactone694
1001,progestin,diethylstilbestrol,0.5490567684173584,694,progestindiethylstilbestrol694
1002,progestin,mestranol,0.5620841383934021,694,progestinmestranol694
1003,progestin,hydrocortisone,0.6106476187705994,694,progestinhydrocortisone694
1004,progestin,anabolic_steroid,0.430840402841568,694,progestinanabolic_steroid694
1005,progestin,prednisone,0.5508502125740051,694,progestinprednisone694
1006,progestin,medroxyprogesterone,0.62633216381073,694,progestinmedroxyprogesterone694
1007,progestin,megestrol,0.43229854106903076,694,progestinmegestrol694
1008,progestin,norethindrone,0.4634501039981842,694,progestinnorethindrone694
1009,progestin,norethynodrel,0.48770415782928467,694,progestinnorethynodrel694
1010,progestin,norgestrel,0.41491037607192993,694,progestinnorgestrel694
1011,progestin,progesterone,0.6218104362487793,694,progestinprogesterone694
1012,steroid_hormone,androgen,0.6094258427619934,694,steroid_hormoneandrogen694
1013,steroid_hormone,corticosteroid,0.5631345510482788,694,steroid_hormonecorticosteroid694
1014,steroid_hormone,estrogen,0.6120944023132324,694,steroid_hormoneestrogen694
1015,steroid_hormone,progestin,0.6045984625816345,694,steroid_hormoneprogestin694
1016,androgen,methyltestosterone,0.6825748085975647,694,androgenmethyltestosterone694
1017,androgen,nandrolone,0.6533977389335632,694,androgennandrolone694
1018,androgen,testosterone,0.725674033164978,694,androgentestosterone694
1019,glucocorticoid,corticosterone,0.7532509565353394,694,glucocorticoidcorticosterone694
1020,corticosteroid,glucocorticoid,0.6515411734580994,694,corticosteroidglucocorticoid694
1021,corticosteroid,mineralocorticoid,0.6652001738548279,694,corticosteroidmineralocorticoid694
1022,fertilizer,organic,0.620736300945282,695,fertilizerorganic695
1023,organic,manure,0.39960160851478577,695,organicmanure695
1024,manure,night_soil,0.4415910243988037,695,manurenight_soil695
1025,manure,horse_manure,0.8198023438453674,695,manurehorse_manure695
1026,manure,neem_cake,0.4330063760280609,695,manureneem_cake695
1027,manure,guano,0.5757243037223816,695,manureguano695
1028,manure,bonemeal,0.598715603351593,695,manurebonemeal695
1029,manure,fish_meal,0.35201436281204224,695,manurefish_meal695
1030,manure,chicken_manure,0.7115552425384521,695,manurechicken_manure695
1031,manure,cow_manure,0.7668535113334656,695,manurecow_manure695
1032,manure,green_manure,0.841854453086853,695,manuregreen_manure695
1033,jet,residual_oil,0.6331342458724976,696,jetresidual_oil696
1034,jet,natural_gas,0.6275420188903809,696,jetnatural_gas696
1035,jet,anthracite,0.573806881904602,696,jetanthracite696
1036,jet,sea_coal,0.42617902159690857,696,jetsea_coal696
1037,petroleum,cannel_coal,0.36248257756233215,696,petroleumcannel_coal696
1038,petroleum,jet,0.5683941841125488,696,petroleumjet696
1039,coal,bituminous_coal,0.6065828800201416,696,coalbituminous_coal696
1040,coal,lignite,0.42447057366371155,696,coallignite696
1041,coal,steam_coal,0.6369639039039612,696,coalsteam_coal696
1042,fossil_fuel,coal,0.6167159676551819,696,fossil_fuelcoal696
1043,fossil_fuel,petroleum,0.6466475129127502,696,fossil_fuelpetroleum696
1044,vitamin_B2,biotin,0.6939288377761841,697,vitamin_B2biotin697
1045,vitamin_B2,pantothenic_acid,0.7077385783195496,697,vitamin_B2pantothenic_acid697
1046,B-complex_vitamin,vitamin_K3,0.5401352047920227,697,B-complex_vitaminvitamin_K3697
1047,B-complex_vitamin,choline,0.5419806838035583,697,B-complex_vitamincholine697
1048,B-complex_vitamin,inositol,0.6219083070755005,697,B-complex_vitamininositol697
1049,B-complex_vitamin,vitamin_B1,0.6779655814170837,697,B-complex_vitaminvitamin_B1697
1050,B-complex_vitamin,vitamin_B12,0.6455877423286438,697,B-complex_vitaminvitamin_B12697
1051,B-complex_vitamin,vitamin_B2,0.6511577367782593,697,B-complex_vitaminvitamin_B2697
1052,B-complex_vitamin,vitamin_B6,0.6364515423774719,697,B-complex_vitaminvitamin_B6697
1053,B-complex_vitamin,vitamin_Bc,0.6078718900680542,697,B-complex_vitaminvitamin_Bc697
1054,vitamin_A,vitamin_E,0.5998613238334656,697,vitamin_Avitamin_E697
1055,vitamin_A,alpha-tocopheral,0.6812986731529236,697,vitamin_Aalpha-tocopheral697
1056,vitamin_A,vitamin_A1,0.7855244874954224,697,vitamin_Avitamin_A1697
1057,vitamin_A,vitamin_A2,0.7945077419281006,697,vitamin_Avitamin_A2697
1058,vitamin_A,niacin,0.5390570759773254,697,vitamin_Aniacin697
1059,water-soluble_vitamin,B-complex_vitamin,0.6268097758293152,697,water-soluble_vitaminB-complex_vitamin697
1060,water-soluble_vitamin,vitamin_P,0.5583446025848389,697,water-soluble_vitaminvitamin_P697
1061,vitamin_B1,vitamin_C,0.5596605539321899,697,vitamin_B1vitamin_C697
1062,vitamin_B1,vitamin_D,0.5907052159309387,697,vitamin_B1vitamin_D697
1063,vitamin_B1,vitamin_K1,0.5749014616012573,697,vitamin_B1vitamin_K1697
1064,vitamin,fat-soluble_vitamin,0.6462427377700806,697,vitaminfat-soluble_vitamin697
1065,vitamin,water-soluble_vitamin,0.6867894530296326,697,vitaminwater-soluble_vitamin697
1066,fat-soluble_vitamin,vitamin_A,0.6209774613380432,697,fat-soluble_vitaminvitamin_A697
1067,fat-soluble_vitamin,vitamin_K,0.5515023469924927,697,fat-soluble_vitaminvitamin_K697
1068,plaster,finish_coat,0.34809935092926025,698,plasterfinish_coat698
1069,plaster,grout,0.5266464352607727,698,plastergrout698
1070,plaster,roughcast,0.6167504787445068,698,plasterroughcast698
1071,plaster,spackle,0.45203515887260437,698,plasterspackle698
1072,plaster,stucco,0.5085263252258301,698,plasterstucco698
1073,render,parget,0.7004204392433167,698,renderparget698
1074,covering_material,fiberglass,0.8162257075309753,698,covering_materialfiberglass698
